Batter,Opponent,runs,balls_faced,innings,strike_rate
AJ Tye,Rajasthan Royals,1,1,1,100.0
AJ Tye,Royal Challengers Bengaluru,13,16,3,81.25
AJ Tye,Sunrisers Hyderabad,4,2,1,200.0
AK Markram,Chennai Super Kings,136,104,7,130.77
AK Markram,Delhi Capitals,132,100,7,132.0
AK Markram,Gujarat Titans,219,153,7,143.14
AK Markram,Kolkata Knight Riders,347,250,10,138.8
AK Markram,Lucknow Super Giants,40,34,3,117.65
AK Markram,Mumbai Indians,213,158,8,134.81
AK Markram,Punjab Kings,182,116,7,156.9
AK Markram,Rajasthan Royals,156,119,6,131.09
AK Markram,Royal Challengers Bengaluru,111,94,7,118.09
