Batter,Opponent,runs,balls_faced,innings,strike_rate
Sandeep Sharma,Rajasthan Royals,8,6,1,133.33
Sandeep Sharma,Royal Challengers Bengaluru,21,22,5,95.45
Sandeep Sharma,Sunrisers Hyderabad,5,5,3,100.0
Sanvir Singh,Gujarat Titans,7,6,1,116.67
Sanvir Singh,Kolkata Knight Riders,0,1,1,0.0
Sanvir Singh,Mumbai Indians,12,10,2,120.0
Sanvir Singh,Punjab Kings,6,4,1,150.0
Saurav Chauhan,Mumbai Indians,9,8,1,112.5
Saurav Chauhan,Rajasthan Royals,9,6,1,150.0
Saurav Chauhan,Sunrisers Hyderabad,0,1,1,0.0
Sediqullah Atal,Punjab Kings,22,16,1,137.5
Shahbaz Ahmed,Chennai Super Kings,122,88,6,138.64
Shahbaz Ahmed,Delhi Capitals,136,87,6,156.32
Shahbaz Ahmed,Gujarat Titans,24,22,2,109.09
Shahbaz Ahmed,Kolkata Knight Riders,66,56,7,117.86
Shahbaz Ahmed,Lucknow Super Giants,26,22,1,118.18
Shahbaz Ahmed,Mumbai Indians,12,17,3,70.59
Shahbaz Ahmed,Punjab Kings,47,45,6,104.44
Shahbaz Ahmed,Rajasthan Royals,94,83,5,113.25
Shahbaz Ahmed,Royal Challengers Bengaluru,40,37,1,108.11
Shahbaz Ahmed,Sunrisers Hyderabad,35,30,3,116.67
Shahid Afridi,Chennai Super Kings,21,8,2,262.5
Shahid Afridi,Delhi Daredevils,35,21,2,166.67
Shahid Afridi,Kings XI Punjab,13,7,1,185.71
Shahid Afridi,Mumbai Indians,0,1,1,0.0
Shahid Afridi,Rajasthan Royals,11,7,2,157.14
Shahid Afridi,Royal Challengers Bengaluru,1,2,1,50.0
Shakib Al Hasan,Chennai Super Kings,122,79,8,154.43
Shakib Al Hasan,Delhi Capitals,0,2,1,0.0
Shakib Al Hasan,Delhi Daredevils,31,25,2,124.0
Shakib Al Hasan,Gujarat Lions,70,58,3,120.69
Shakib Al Hasan,Kings XI Punjab,93,85,6,109.41
Shakib Al Hasan,Kochi Tuskers Kerala,2,5,1,40.0
Shakib Al Hasan,Kolkata Knight Riders,65,52,3,125.0
Shakib Al Hasan,Mumbai Indians,102,83,10,122.89
Shakib Al Hasan,Pune Warriors,42,30,1,140.0
Shakib Al Hasan,Rajasthan Royals,95,70,6,135.71
Shakib Al Hasan,Rising Pune Supergiants,3,9,1,33.33
Shakib Al Hasan,Royal Challengers Bengaluru,152,117,7,129.91
Shakib Al Hasan,Sunrisers Hyderabad,11,20,3,55.0
Shashank Singh,Chennai Super Kings,156,114,6,136.84
Shashank Singh,Delhi Capitals,40,28,5,142.86
Shashank Singh,Gujarat Titans,142,68,5,208.82
Shashank Singh,Kolkata Knight Riders,97,57,3,170.18
Shashank Singh,Lucknow Super Giants,59,28,3,210.71
Shashank Singh,Mumbai Indians,45,31,3,145.16
Shashank Singh,Rajasthan Royals,78,54,4,144.44
Shashank Singh,Royal Challengers Bengaluru,218,136,8,160.29
Shashank Singh,Sunrisers Hyderabad,70,44,5,159.09
Shivam Mavi,Chennai Super Kings,20,14,2,142.86
Shivam Mavi,Delhi Capitals,1,3,1,33.33
Shivam Mavi,Delhi Daredevils,0,3,1,0.0
Shivam Mavi,Gujarat Titans,2,4,1,50.0
Shivam Mavi,Lucknow Super Giants,1,2,1,50.0
Shivam Mavi,Mumbai Indians,9,10,1,90.0
Shivam Mavi,Rajasthan Royals,5,8,2,62.5
Shivam Mavi,Sunrisers Hyderabad,13,12,2,108.33
Shivam Sharma,Mumbai Indians,1,1,1,100.0
Shivam Sharma,Royal Challengers Bengaluru,4,2,1,200.0
Shivam Singh,Sunrisers Hyderabad,2,3,1,66.67
Shivang Kumar,Chennai Super Kings,12,8,1,150.0
Shivang Kumar,Gujarat Titans,4,6,1,66.67
Shivang Kumar,Kolkata Knight Riders,5,4,2,125.0
Shivang Kumar,Lucknow Super Giants,5,4,1,125.0
Shivang Kumar,Rajasthan Royals,26,23,1,113.04
Shoaib Ahmed,Chennai Super Kings,1,2,1,50.0
Shoaib Ahmed,Delhi Daredevils,0,4,2,0.0
Shoaib Akhtar,Mumbai Indians,2,7,1,28.57
Shoaib Malik,Chennai Super Kings,2,3,1,66.67
Shoaib Malik,Kings XI Punjab,20,18,2,111.11
Shoaib Malik,Mumbai Indians,23,21,1,109.52
Shoaib Malik,Royal Challengers Bengaluru,6,4,1,150.0
Shubman Gill,Chennai Super Kings,562,387,18,145.22
Shubman Gill,Delhi Capitals,504,368,15,136.96
Shubman Gill,Delhi Daredevils,43,34,2,126.47
Shubman Gill,Kings XI Punjab,209,157,5,133.12
Shubman Gill,Kolkata Knight Riders,355,224,6,158.48
Shubman Gill,Lucknow Super Giants,327,224,8,145.98
Shubman Gill,Mumbai Indians,535,379,16,141.16
Shubman Gill,Punjab Kings,389,251,10,154.98
Shubman Gill,Rajasthan Royals,718,501,17,143.31
Shubman Gill,Royal Challengers Bengaluru,405,286,18,141.61
Shubman Gill,Sunrisers Hyderabad,539,412,15,130.83
Sikandar Raza,Chennai Super Kings,13,7,1,185.71
Sikandar Raza,Delhi Capitals,11,7,1,157.14
Sikandar Raza,Gujarat Titans,15,16,1,93.75
Sikandar Raza,Kolkata Knight Riders,16,13,1,123.08
Sikandar Raza,Lucknow Super Giants,93,63,2,147.62
Sikandar Raza,Rajasthan Royals,1,2,1,50.0
Sikandar Raza,Sunrisers Hyderabad,33,28,2,117.86
Simarjeet Singh,Gujarat Titans,0,2,1,0.0
Simarjeet Singh,Kolkata Knight Riders,0,1,1,0.0
Simarjeet Singh,Lucknow Super Giants,3,4,1,75.0
Simarjeet Singh,Mumbai Indians,2,3,1,66.67
Simarjeet Singh,Rajasthan Royals,3,3,1,100.0
Simarjeet Singh,Royal Challengers Bengaluru,2,2,1,100.0
Sohail Tanvir,Chennai Super Kings,9,7,1,128.57
Sohail Tanvir,Delhi Daredevils,5,5,1,100.0
Sohail Tanvir,Kolkata Knight Riders,15,10,2,150.0
Sohail Tanvir,Mumbai Indians,6,6,1,100.0
Sumit Kumar,Gujarat Titans,9,9,1,100.0
Sumit Kumar,Kolkata Knight Riders,7,6,1,116.67
Sumit Kumar,Punjab Kings,2,9,1,22.22
Sunny Gupta,Chennai Super Kings,0,1,1,0.0
Sunny Singh,Chennai Super Kings,20,11,1,181.82
Sunny Singh,Delhi Daredevils,2,4,1,50.0
Sunny Singh,Pune Warriors,12,6,1,200.0
Sunny Singh,Rajasthan Royals,5,5,1,100.0
Sunny Singh,Royal Challengers Bengaluru,4,5,1,80.0
Suryansh Shedge,Chennai Super Kings,1,3,1,33.33
Suryansh Shedge,Delhi Capitals,21,8,1,262.5
Suryansh Shedge,Gujarat Titans,57,29,1,196.55
Suryansh Shedge,Kolkata Knight Riders,4,4,1,100.0
Suryansh Shedge,Lucknow Super Giants,9,7,1,128.57
Suryansh Shedge,Mumbai Indians,8,5,1,160.0
Suryansh Shedge,Rajasthan Royals,5,6,2,83.33
Suryansh Shedge,Royal Challengers Bengaluru,35,22,1,159.09
Suryansh Shedge,Sunrisers Hyderabad,25,17,1,147.06
Swapnil Singh,Delhi Capitals,0,1,1,0.0
Swapnil Singh,Gujarat Titans,17,13,2,130.77
Swapnil Singh,Kolkata Knight Riders,2,3,2,66.67
Swapnil Singh,Punjab Kings,1,1,1,100.0
Swapnil Singh,Rajasthan Royals,9,4,1,225.0
Swapnil Singh,Rising Pune Supergiants,10,17,1,58.82
Swapnil Singh,Sunrisers Hyderabad,12,6,1,200.0
T Banton,Royal Challengers Bengaluru,18,20,2,90.0
T Dahiya,Delhi Capitals,1,3,1,33.33
T Dahiya,Mumbai Indians,11,12,1,91.67
T Henderson,Kolkata Knight Riders,0,1,1,0.0
T Henderson,Royal Challengers Bengaluru,11,14,1,78.57
T Kohler-Cadmore,Punjab Kings,18,23,1,78.26
T Kohler-Cadmore,Royal Challengers Bengaluru,20,15,1,133.33
T Kohler-Cadmore,Sunrisers Hyderabad,10,16,1,62.5
T Kohli,Chennai Super Kings,3,3,1,100.0
T Kohli,Delhi Daredevils,7,12,1,58.33
T Kohli,Kolkata Knight Riders,1,4,1,25.0
T Natarajan,Chennai Super Kings,1,3,2,33.33
T Natarajan,Royal Challengers Bengaluru,3,4,1,75.0
T Shamsi,Delhi Capitals,2,4,1,50.0
T Stubbs,Chennai Super Kings,147,116,7,126.72
T Stubbs,Gujarat Titans,85,44,4,193.18
T Stubbs,Kolkata Knight Riders,61,47,5,129.79
T Stubbs,Lucknow Super Giants,145,88,4,164.77
T Stubbs,Mumbai Indians,119,61,5,195.08
T Stubbs,Punjab Kings,35,39,3,89.74
T Stubbs,Rajasthan Royals,147,79,5,186.08
T Stubbs,Royal Challengers Bengaluru,140,95,5,147.37
T Stubbs,Sunrisers Hyderabad,101,79,5,127.85
T Taibu,Deccan Chargers,9,5,1,180.0
T Taibu,Delhi Daredevils,7,9,1,77.78
T Taibu,Royal Challengers Bengaluru,15,12,1,125.0
T Thushara,Deccan Chargers,8,8,1,100.0
T Thushara,Kings XI Punjab,1,5,1,20.0
T Thushara,Mumbai Indians,1,2,1,50.0
T Thushara,Rajasthan Royals,2,3,1,66.67
TA Boult,Chennai Super Kings,15,9,5,166.67
TA Boult,Delhi Capitals,6,7,3,85.71
TA Boult,Gujarat Titans,26,19,3,136.84
TA Boult,Kolkata Knight Riders,0,3,2,0.0
TA Boult,Lucknow Super Giants,19,10,2,190.0
TA Boult,Mumbai Indians,7,10,3,70.0
TA Boult,Punjab Kings,13,11,2,118.18
TA Boult,Rajasthan Royals,1,2,1,50.0
TA Boult,Royal Challengers Bengaluru,6,11,3,54.55
TA Boult,Sunrisers Hyderabad,0,3,1,0.0
TD Paine,Mumbai Indians,2,9,1,22.22
TD Paine,Royal Challengers Bengaluru,8,17,1,47.06
TG Southee,Chennai Super Kings,40,30,2,133.33
TG Southee,Delhi Capitals,12,15,3,80.0
TG Southee,Delhi Daredevils,8,5,2,160.0
TG Southee,Gujarat Lions,25,10,1,250.0
TG Southee,Gujarat Titans,1,1,1,100.0
TG Southee,Kings XI Punjab,1,3,1,33.33
TG Southee,Lucknow Super Giants,0,1,1,0.0
TG Southee,Mumbai Indians,7,11,3,63.64
TG Southee,Rajasthan Royals,14,17,1,82.35
TG Southee,Rising Pune Supergiants,7,3,1,233.33
TG Southee,Royal Challengers Bengaluru,1,5,1,20.0
TG Southee,Sunrisers Hyderabad,4,5,2,80.0
TH David,Chennai Super Kings,157,76,8,206.58
TH David,Delhi Capitals,212,107,8,198.13
TH David,Gujarat Titans,141,94,10,150.0
TH David,Kolkata Knight Riders,63,48,5,131.25
TH David,Lucknow Super Giants,133,74,5,179.73
TH David,Mumbai Indians,35,17,3,205.88
TH David,Punjab Kings,130,67,5,194.03
TH David,Rajasthan Royals,122,79,7,154.43
TH David,Royal Challengers Bengaluru,4,8,2,50.0
TH David,Sunrisers Hyderabad,136,73,6,186.3
TK Curran,Chennai Super Kings,12,15,3,80.0
TK Curran,Delhi Daredevils,2,3,1,66.67
TK Curran,Kings XI Punjab,5,4,2,125.0
TK Curran,Kolkata Knight Riders,54,36,1,150.0
TK Curran,Mumbai Indians,33,33,2,100.0
TK Curran,Rajasthan Royals,21,16,1,131.25
TL Seifert,Gujarat Titans,22,19,2,115.79
TL Seifert,Lucknow Super Giants,0,3,1,0.0
TL Seifert,Mumbai Indians,21,14,1,150.0
TL Seifert,Punjab Kings,2,4,1,50.0
TL Seifert,Rajasthan Royals,0,1,1,0.0
TL Suman,Chennai Super Kings,86,70,5,122.86
TL Suman,Deccan Chargers,19,22,2,86.36
TL Suman,Delhi Daredevils,84,71,5,118.31
TL Suman,Kings XI Punjab,106,90,6,117.78
TL Suman,Kolkata Knight Riders,59,54,5,109.26
TL Suman,Mumbai Indians,69,61,4,113.11
TL Suman,Pune Warriors,36,16,1,225.0
TL Suman,Rajasthan Royals,94,80,5,117.5
TL Suman,Royal Challengers Bengaluru,111,95,5,116.84
TL Suman,Sunrisers Hyderabad,12,14,1,85.71
TM Dilshan,Chennai Super Kings,79,67,5,117.91
TM Dilshan,Deccan Chargers,259,205,8,126.34
TM Dilshan,Delhi Daredevils,10,8,2,125.0
TM Dilshan,Kings XI Punjab,32,36,4,88.89
TM Dilshan,Kochi Tuskers Kerala,53,35,2,151.43
TM Dilshan,Kolkata Knight Riders,107,89,5,120.22
TM Dilshan,Mumbai Indians,192,197,9,97.46
TM Dilshan,Pune Warriors,104,106,4,98.11
TM Dilshan,Rajasthan Royals,226,192,8,117.71
TM Dilshan,Royal Challengers Bengaluru,71,57,2,124.56
TM Dilshan,Sunrisers Hyderabad,5,9,1,55.56
TM Head,Chennai Super Kings,92,73,5,126.03
TM Head,Delhi Capitals,148,70,3,211.43
TM Head,Delhi Daredevils,2,2,1,100.0
TM Head,Gujarat Lions,30,17,2,176.47
TM Head,Gujarat Titans,47,39,4,120.51
TM Head,Kings XI Punjab,11,7,1,157.14
TM Head,Kolkata Knight Riders,262,141,7,185.82
TM Head,Lucknow Super Giants,142,65,3,218.46
TM Head,Mumbai Indians,259,153,7,169.28
TM Head,Punjab Kings,163,94,5,173.4
TM Head,Rajasthan Royals,200,132,6,151.52
TM Head,Rising Pune Supergiants,7,13,2,53.85
TM Head,Royal Challengers Bengaluru,157,79,5,198.73
TM Head,Sunrisers Hyderabad,30,22,1,136.36
TM Srivastava,Delhi Daredevils,7,9,1,77.78
TM Srivastava,Kolkata Knight Riders,1,1,1,100.0
TM Srivastava,Royal Challengers Bengaluru,0,1,1,0.0
TR Birt,Deccan Chargers,4,8,1,50.0
TR Birt,Kings XI Punjab,16,11,1,145.45
TR Birt,Kochi Tuskers Kerala,47,27,2,174.07
TR Birt,Kolkata Knight Riders,8,11,1,72.73
TS Mills,Delhi Daredevils,0,3,1,0.0
TS Mills,Kolkata Knight Riders,2,5,1,40.0
TS Mills,Lucknow Super Giants,0,1,1,0.0
TS Mills,Punjab Kings,0,2,1,0.0
TS Mills,Sunrisers Hyderabad,6,3,1,200.0
TU Deshpande,Chennai Super Kings,1,2,1,50.0
TU Deshpande,Delhi Capitals,0,1,1,0.0
TU Deshpande,Gujarat Titans,4,6,2,66.67
TU Deshpande,Kolkata Knight Riders,3,4,2,75.0
TU Deshpande,Punjab Kings,0,1,1,0.0
TU Deshpande,Royal Challengers Bengaluru,1,2,1,50.0
TU Deshpande,Sunrisers Hyderabad,45,20,2,225.0
Tanush Kotian,Punjab Kings,24,31,1,77.42
Tilak Varma,Chennai Super Kings,211,174,7,121.26
Tilak Varma,Delhi Capitals,239,160,8,149.38
Tilak Varma,Gujarat Titans,263,150,8,175.33
Tilak Varma,Kolkata Knight Riders,150,126,7,119.05
Tilak Varma,Lucknow Super Giants,139,127,7,109.45
Tilak Varma,Punjab Kings,220,119,8,184.87
Tilak Varma,Rajasthan Royals,239,175,7,136.57
Tilak Varma,Royal Challengers Bengaluru,213,132,6,161.36
Tilak Varma,Sunrisers Hyderabad,175,115,7,152.17
U Kaul,Chennai Super Kings,0,1,1,0.0
UA Birla,Kolkata Knight Riders,7,14,1,50.0
UBT Chand,Chennai Super Kings,16,12,1,133.33
UBT Chand,Delhi Daredevils,14,11,1,127.27
UBT Chand,Kings XI Punjab,25,36,3,69.44
UBT Chand,Kolkata Knight Riders,37,40,2,92.5
UBT Chand,Mumbai Indians,2,12,3,16.67
UBT Chand,Pune Warriors,17,19,1,89.47
UBT Chand,Rajasthan Royals,50,60,4,83.33
UBT Chand,Royal Challengers Bengaluru,117,82,3,142.68
UBT Chand,Sunrisers Hyderabad,22,27,2,81.48
UT Khawaja,Delhi Daredevils,49,40,2,122.5
UT Khawaja,Kings XI Punjab,30,29,1,103.45
UT Khawaja,Kolkata Knight Riders,21,16,1,131.25
UT Khawaja,Royal Challengers Bengaluru,16,6,1,266.67
UT Khawaja,Sunrisers Hyderabad,11,8,1,137.5
UT Yadav,Chennai Super Kings,31,51,10,60.78
UT Yadav,Deccan Chargers,3,4,1,75.0
UT Yadav,Delhi Capitals,3,7,3,42.86
UT Yadav,Delhi Daredevils,2,3,1,66.67
UT Yadav,Gujarat Titans,20,21,2,95.24
UT Yadav,Kings XI Punjab,2,6,2,33.33
UT Yadav,Kolkata Knight Riders,2,2,2,100.0
UT Yadav,Lucknow Super Giants,2,5,2,40.0
UT Yadav,Mumbai Indians,18,22,8,81.82
UT Yadav,Pune Warriors,8,9,1,88.89
UT Yadav,Rajasthan Royals,45,21,3,214.29
UT Yadav,Rising Pune Supergiants,9,4,2,225.0
UT Yadav,Royal Challengers Bengaluru,30,21,5,142.86
UT Yadav,Sunrisers Hyderabad,33,25,6,132.0
Umar Gul,Kings XI Punjab,24,11,1,218.18
Umar Gul,Rajasthan Royals,9,6,2,150.0
Umar Gul,Royal Challengers Bengaluru,6,2,1,300.0
Umran Malik,Kolkata Knight Riders,3,5,1,60.0
Umran Malik,Lucknow Super Giants,1,1,1,100.0
Umran Malik,Punjab Kings,0,1,1,0.0
Umran Malik,Rajasthan Royals,13,7,1,185.71
Umran Malik,Royal Challengers Bengaluru,0,1,1,0.0
Urvil Patel,Delhi Capitals,17,9,1,188.89
Urvil Patel,Gujarat Titans,41,24,3,170.83
Urvil Patel,Kolkata Knight Riders,31,11,1,281.82
Urvil Patel,Lucknow Super Giants,71,30,2,236.67
Urvil Patel,Mumbai Indians,24,12,1,200.0
Urvil Patel,Rajasthan Royals,0,2,1,0.0
Urvil Patel,Sunrisers Hyderabad,13,8,1,162.5
V Kohli,Chennai Super Kings,1170,911,35,128.43
V Kohli,Deccan Chargers,306,221,10,138.46
V Kohli,Delhi Capitals,411,328,14,125.3
V Kohli,Delhi Daredevils,761,542,18,140.41
V Kohli,Gujarat Lions,283,183,5,154.64
V Kohli,Gujarat Titans,578,369,10,156.64
V Kohli,Kings XI Punjab,673,521,25,129.17
V Kohli,Kochi Tuskers Kerala,50,51,2,98.04
V Kohli,Kolkata Knight Riders,1121,821,33,136.54
V Kohli,Lucknow Super Giants,242,181,8,133.7
V Kohli,Mumbai Indians,975,755,35,129.14
V Kohli,Pune Warriors,128,100,5,128.0
V Kohli,Punjab Kings,535,384,12,139.32
V Kohli,Rajasthan Royals,928,739,33,125.58
V Kohli,Rising Pune Supergiants,271,187,4,144.92
V Kohli,Sunrisers Hyderabad,894,618,26,144.66
V Nigam,Chennai Super Kings,1,2,1,50.0
V Nigam,Gujarat Titans,12,8,2,150.0
V Nigam,Kolkata Knight Riders,41,22,2,186.36
V Nigam,Lucknow Super Giants,39,15,1,260.0
V Nigam,Mumbai Indians,34,18,2,188.89
V Nigam,Royal Challengers Bengaluru,12,6,1,200.0
V Nigam,Sunrisers Hyderabad,18,17,1,105.88
V Pratap Singh,Mumbai Indians,0,1,1,0.0
V Sehwag,Chennai Super Kings,394,241,14,163.49
V Sehwag,Deccan Chargers,314,175,11,179.43
V Sehwag,Delhi Daredevils,80,72,4,111.11
V Sehwag,Kings XI Punjab,250,150,10,166.67
V Sehwag,Kochi Tuskers Kerala,95,56,2,169.64
V Sehwag,Kolkata Knight Riders,305,214,13,142.52
V Sehwag,Mumbai Indians,431,273,14,157.88
V Sehwag,Pune Warriors,220,139,5,158.27
V Sehwag,Rajasthan Royals,316,197,15,160.41
V Sehwag,Royal Challengers Bengaluru,254,172,12,147.67
V Sehwag,Sunrisers Hyderabad,54,51,4,105.88
V Shankar,Chennai Super Kings,188,142,9,132.39
V Shankar,Delhi Capitals,166,146,8,113.7
V Shankar,Gujarat Lions,63,44,1,143.18
V Shankar,Kings XI Punjab,72,71,4,101.41
V Shankar,Kolkata Knight Riders,221,130,8,170.0
V Shankar,Lucknow Super Giants,40,43,4,93.02
V Shankar,Mumbai Indians,158,131,9,120.61
V Shankar,Punjab Kings,10,12,2,83.33
V Shankar,Rajasthan Royals,150,116,9,129.31
V Shankar,Royal Challengers Bengaluru,122,88,7,138.64
V Shankar,Sunrisers Hyderabad,37,24,2,154.17
V Suryavanshi,Chennai Super Kings,109,49,2,222.45
V Suryavanshi,Delhi Capitals,50,23,2,217.39
V Suryavanshi,Gujarat Titans,264,119,4,221.85
V Suryavanshi,Kolkata Knight Riders,50,30,2,166.67
V Suryavanshi,Lucknow Super Giants,135,69,3,195.65
V Suryavanshi,Mumbai Indians,43,22,3,195.45
V Suryavanshi,Punjab Kings,83,31,2,267.74
V Suryavanshi,Royal Challengers Bengaluru,94,38,2,247.37
V Suryavanshi,Sunrisers Hyderabad,196,66,3,296.97
V Viyaskanth,Kolkata Knight Riders,7,5,1,140.0
VG Arora,Chennai Super Kings,2,3,2,66.67
VG Arora,Delhi Capitals,2,4,1,50.0
VG Arora,Gujarat Titans,2,7,2,28.57
VG Arora,Lucknow Super Giants,1,1,1,100.0
VG Arora,Punjab Kings,0,7,1,0.0
VG Arora,Sunrisers Hyderabad,3,5,4,60.0
VH Zol,Chennai Super Kings,13,12,1,108.33
VH Zol,Rajasthan Royals,16,14,1,114.29
VR Aaron,Chennai Super Kings,0,2,1,0.0
VR Aaron,Delhi Capitals,4,9,2,44.44
VR Aaron,Kings XI Punjab,27,30,3,90.0
VR Aaron,Kolkata Knight Riders,5,14,3,35.71
VR Aaron,Mumbai Indians,7,8,1,87.5
VR Aaron,Royal Challengers Bengaluru,0,5,1,0.0
VR Aaron,Sunrisers Hyderabad,6,3,1,200.0
VR Iyer,Chennai Super Kings,116,95,6,122.11
VR Iyer,Delhi Capitals,131,108,8,121.3
VR Iyer,Gujarat Titans,188,128,7,146.88
VR Iyer,Lucknow Super Giants,70,49,4,142.86
VR Iyer,Mumbai Indians,365,228,7,160.09
VR Iyer,Punjab Kings,228,163,7,139.88
VR Iyer,Rajasthan Royals,138,105,5,131.43
VR Iyer,Royal Challengers Bengaluru,183,149,8,122.82
VR Iyer,Sunrisers Hyderabad,252,155,10,162.58
VRV Singh,Chennai Super Kings,0,1,1,0.0
VRV Singh,Mumbai Indians,4,2,1,200.0
VS Malik,Kings XI Punjab,1,2,1,50.0
VS Malik,Mumbai Indians,6,5,1,120.0
VS Yeligati,Kings XI Punjab,2,2,1,100.0
VVS Laxman,Chennai Super Kings,16,23,3,69.57
VVS Laxman,Delhi Daredevils,2,6,1,33.33
VVS Laxman,Kings XI Punjab,58,41,2,141.46
VVS Laxman,Kolkata Knight Riders,32,30,3,106.67
VVS Laxman,Mumbai Indians,41,34,3,120.59
VVS Laxman,Pune Warriors,0,3,1,0.0
VVS Laxman,Rajasthan Royals,40,47,4,85.11
VVS Laxman,Royal Challengers Bengaluru,87,82,3,106.1
VY Mahesh,Kings XI Punjab,6,5,1,120.0
VY Mahesh,Kolkata Knight Riders,3,6,1,50.0
VY Mahesh,Mumbai Indians,3,5,1,60.0
VY Mahesh,Rajasthan Royals,3,11,2,27.27
Vijaykumar Vyshak,Gujarat Titans,1,3,1,33.33
Vijaykumar Vyshak,Kolkata Knight Riders,13,8,1,162.5
Vijaykumar Vyshak,Mumbai Indians,0,1,1,0.0
Vijaykumar Vyshak,Rajasthan Royals,0,1,1,0.0
Vijaykumar Vyshak,Sunrisers Hyderabad,2,3,2,66.67
Virat Singh,Delhi Capitals,4,14,1,28.57
Virat Singh,Mumbai Indians,11,12,1,91.67
Vishnu Vinod,Delhi Daredevils,12,14,2,85.71
Vishnu Vinod,Gujarat Titans,35,27,2,129.63
Vishnu Vinod,Kings XI Punjab,7,12,1,58.33
Vishnu Vinod,Lucknow Super Giants,1,3,1,33.33
Vishnu Vinod,Mumbai Indians,15,8,1,187.5
Vivrant Sharma,Mumbai Indians,69,47,1,146.81
W Jaffer,Chennai Super Kings,50,33,1,151.52
W Jaffer,Deccan Chargers,49,42,2,116.67
W Jaffer,Delhi Daredevils,10,9,1,111.11
W Jaffer,Kings XI Punjab,0,4,1,0.0
W Jaffer,Kolkata Knight Riders,6,16,1,37.5
W Jaffer,Mumbai Indians,7,8,1,87.5
W Jaffer,Rajasthan Royals,8,9,1,88.89
WA Mota,Chennai Super Kings,30,36,2,83.33
WA Mota,Deccan Chargers,15,23,2,65.22
WA Mota,Mumbai Indians,9,13,2,69.23
WA Mota,Rajasthan Royals,2,3,2,66.67
WD Parnell,Chennai Super Kings,2,5,1,40.0
WD Parnell,Deccan Chargers,16,16,1,100.0
WD Parnell,Delhi Daredevils,10,9,1,111.11
WD Parnell,Kings XI Punjab,2,2,1,100.0
WD Parnell,Kochi Tuskers Kerala,1,5,1,20.0
WD Parnell,Kolkata Knight Riders,10,15,4,66.67
WD Parnell,Mumbai Indians,22,26,3,84.62
WD Parnell,Rajasthan Royals,2,2,1,100.0
WG Jacks,Chennai Super Kings,12,12,2,100.0
WG Jacks,Delhi Capitals,63,43,3,146.51
WG Jacks,Gujarat Titans,148,78,3,189.74
WG Jacks,Kolkata Knight Riders,85,56,3,151.79
WG Jacks,Lucknow Super Giants,44,32,3,137.5
WG Jacks,Mumbai Indians,8,6,1,133.33
WG Jacks,Punjab Kings,54,25,3,216.0
WG Jacks,Rajasthan Royals,32,17,1,188.24
WG Jacks,Royal Challengers Bengaluru,32,28,2,114.29
WG Jacks,Sunrisers Hyderabad,117,80,5,146.25
WP Saha,Chennai Super Kings,365,299,16,122.07
WP Saha,Deccan Chargers,27,24,3,112.5
WP Saha,Delhi Capitals,168,119,7,141.18
WP Saha,Delhi Daredevils,143,119,10,120.17
WP Saha,Gujarat Lions,63,49,3,128.57
WP Saha,Kings XI Punjab,136,108,7,125.93
WP Saha,Kochi Tuskers Kerala,46,33,1,139.39
WP Saha,Kolkata Knight Riders,509,380,19,133.95
WP Saha,Lucknow Super Giants,132,90,3,146.67
WP Saha,Mumbai Indians,444,356,18,124.72
WP Saha,Pune Warriors,13,15,1,86.67
WP Saha,Punjab Kings,106,97,5,109.28
WP Saha,Rajasthan Royals,157,119,15,131.93
WP Saha,Rising Pune Supergiants,34,34,4,100.0
WP Saha,Royal Challengers Bengaluru,363,302,22,120.2
WP Saha,Sunrisers Hyderabad,223,152,9,146.71
WPUJC Vaas,Delhi Daredevils,22,21,4,104.76
WPUJC Vaas,Kings XI Punjab,16,10,1,160.0
WPUJC Vaas,Kolkata Knight Riders,9,10,3,90.0
WPUJC Vaas,Rajasthan Royals,28,28,2,100.0
WPUJC Vaas,Royal Challengers Bengaluru,0,3,1,0.0
Washington Sundar,Chennai Super Kings,54,39,8,138.46
Washington Sundar,Delhi Capitals,99,69,6,143.48
Washington Sundar,Delhi Daredevils,5,3,1,166.67
Washington Sundar,Gujarat Titans,3,5,2,60.0
Washington Sundar,Kings XI Punjab,52,45,3,115.56
Washington Sundar,Kolkata Knight Riders,18,25,3,72.0
Washington Sundar,Lucknow Super Giants,57,58,4,98.28
Washington Sundar,Mumbai Indians,122,89,10,137.08
Washington Sundar,Punjab Kings,83,58,3,143.1
Washington Sundar,Rajasthan Royals,146,77,7,189.61
Washington Sundar,Royal Challengers Bengaluru,89,68,4,130.88
Washington Sundar,Sunrisers Hyderabad,155,117,8,132.48
X Thalaivan Sargunam,Chennai Super Kings,10,17,1,58.82
XC Bartlett,Gujarat Titans,11,6,2,183.33
XC Bartlett,Kolkata Knight Riders,11,15,1,73.33
XC Bartlett,Mumbai Indians,18,7,1,257.14
Y Gnaneswara Rao,Chennai Super Kings,19,17,1,111.76
Y Nagar,Chennai Super Kings,45,49,2,91.84
Y Nagar,Deccan Chargers,54,35,4,154.29
Y Nagar,Kings XI Punjab,21,16,2,131.25
Y Nagar,Kochi Tuskers Kerala,40,53,2,75.47
Y Nagar,Kolkata Knight Riders,29,19,2,152.63
Y Nagar,Mumbai Indians,0,2,2,0.0
Y Nagar,Pune Warriors,24,19,1,126.32
Y Nagar,Rajasthan Royals,36,29,2,124.14
Y Nagar,Royal Challengers Bengaluru,36,37,3,97.3
Y Prithvi Raj,Sunrisers Hyderabad,0,1,1,0.0
