Batter,season,Phase,runs,balls_faced,fours,sixes,strike_rate,boundary_pct
R Ashwin,2016,Powerplay,0,6,0,0,0.0,0.0
R Ashwin,2018,Death,68,43,4,4,158.14,18.6
R Ashwin,2018,Middle,34,26,3,1,130.77,15.38
R Ashwin,2018,Powerplay,0,2,0,0,0.0,0.0
R Ashwin,2019,Death,34,20,2,3,170.0,25.0
R Ashwin,2019,Middle,8,8,1,0,100.0,12.5
R Ashwin,2020,Death,29,29,3,0,100.0,10.34
R Ashwin,2020,Middle,8,5,0,1,160.0,20.0
R Ashwin,2021,Death,30,26,1,1,115.38,7.69
R Ashwin,2021,Middle,14,16,1,0,87.5,6.25
R Ashwin,2022,Death,72,40,6,3,180.0,22.5
R Ashwin,2022,Middle,72,64,1,4,112.5,7.81
R Ashwin,2022,Powerplay,46,30,7,2,153.33,30.0
R Ashwin,2023,Death,35,19,4,1,184.21,26.32
R Ashwin,2023,Middle,32,28,1,2,114.29,10.71
R Ashwin,2023,Powerplay,0,4,0,0,0.0,0.0
R Ashwin,2024,Death,5,6,0,0,83.33,0.0
R Ashwin,2024,Middle,81,68,5,4,119.12,13.24
R Ashwin,2025,Middle,13,17,1,0,76.47,5.88
R Ashwin,2025,Powerplay,20,13,2,1,153.85,23.08
R Bhatia,2008,Death,16,11,1,1,145.45,18.18
R Bhatia,2008,Middle,18,17,1,1,105.88,11.76
R Bhatia,2009,Death,6,12,1,0,50.0,8.33
R Bhatia,2009,Middle,2,6,0,0,33.33,0.0
R Bhatia,2010,Death,23,12,1,2,191.67,25.0
R Bhatia,2010,Middle,1,5,0,0,20.0,0.0
R Bhatia,2011,Death,25,20,3,0,125.0,15.0
R Bhatia,2011,Middle,0,2,0,0,0.0,0.0
R Bhatia,2012,Death,20,11,3,0,181.82,27.27
R Bhatia,2012,Middle,15,17,1,0,88.24,5.88
R Bhatia,2013,Death,67,38,5,3,176.32,21.05
R Bhatia,2013,Middle,32,42,3,0,76.19,7.14
R Bhatia,2014,Death,39,23,4,2,169.57,26.09
R Bhatia,2014,Middle,28,30,0,1,93.33,3.33
R Bhatia,2015,Death,0,1,0,0,0.0,0.0
R Bhatia,2016,Death,33,19,1,2,173.68,15.79
R Bhatia,2016,Middle,1,1,0,0,100.0,0.0
R Bhatia,2017,Middle,16,17,0,1,94.12,5.88
R Bishnoi,2009,Death,1,2,0,0,50.0,0.0
R Bishnoi,2009,Middle,0,1,0,0,0.0,0.0
R Bishnoi,2009,Powerplay,18,14,1,2,128.57,21.43
R Dhawan,2013,Death,8,9,1,0,88.89,11.11
R Dhawan,2013,Middle,13,12,2,0,108.33,16.67
R Dhawan,2014,Death,54,40,5,1,135.0,15.0
R Dhawan,2014,Middle,28,35,3,0,80.0,8.57
R Dhawan,2015,Death,23,21,0,2,109.52,9.52
R Dhawan,2015,Middle,13,12,2,0,108.33,16.67
R Dhawan,2016,Death,14,6,0,1,233.33,16.67
R Dhawan,2022,Death,32,19,4,2,168.42,31.58
R Dhawan,2022,Middle,5,21,0,0,23.81,0.0
R Dhawan,2023,Death,9,6,0,1,150.0,16.67
R Dhawan,2023,Middle,11,6,1,0,183.33,16.67
R Dravid,2008,Death,88,44,7,7,200.0,31.82
R Dravid,2008,Middle,245,207,23,4,118.36,13.04
R Dravid,2008,Powerplay,37,46,5,0,80.43,10.87
R Dravid,2009,Death,28,14,3,1,200.0,28.57
R Dravid,2009,Middle,199,183,17,2,108.74,10.38
R Dravid,2009,Powerplay,44,37,8,0,118.92,21.62
R Dravid,2010,Death,14,9,2,0,155.56,22.22
R Dravid,2010,Middle,148,111,18,2,133.33,18.02
R Dravid,2010,Powerplay,94,79,14,1,118.99,18.99
R Dravid,2011,Middle,168,132,19,1,127.27,15.15
R Dravid,2011,Powerplay,175,180,26,1,97.22,15.0
R Dravid,2012,Death,10,9,1,0,111.11,11.11
R Dravid,2012,Middle,129,138,11,0,93.48,7.97
R Dravid,2012,Powerplay,323,265,51,4,121.89,20.75
R Dravid,2013,Death,20,13,2,1,153.85,23.08
R Dravid,2013,Middle,219,189,18,3,115.87,11.11
R Dravid,2013,Powerplay,232,222,44,1,104.5,20.27
R McLaren,2010,Death,19,16,3,0,118.75,18.75
R McLaren,2010,Middle,35,35,3,0,100.0,8.57
R McLaren,2010,Powerplay,12,18,1,0,66.67,5.56
R McLaren,2011,Death,34,28,3,1,121.43,14.29
R McLaren,2011,Middle,56,68,4,0,82.35,5.88
R McLaren,2013,Death,2,3,0,0,66.67,0.0
R McLaren,2013,Middle,1,3,0,0,33.33,0.0
R Minz,2025,Middle,6,15,0,0,40.0,0.0
R Minz,2026,Death,6,4,1,0,150.0,25.0
R Ninan,2011,Death,3,5,0,0,60.0,0.0
R Parag,2019,Death,59,29,5,4,203.45,31.03
R Parag,2019,Middle,101,93,12,1,108.6,13.98
R Parag,2019,Powerplay,0,4,0,0,0.0,0.0
R Parag,2020,Death,46,26,5,2,176.92,26.92
R Parag,2020,Middle,40,44,1,1,90.91,4.55
R Parag,2020,Powerplay,0,7,0,0,0.0,0.0
R Parag,2021,Death,30,29,1,1,103.45,6.9
R Parag,2021,Middle,63,53,5,3,118.87,15.09
R Parag,2022,Death,120,79,8,7,151.9,18.99
R Parag,2022,Middle,63,53,3,3,118.87,11.32
R Parag,2023,Death,26,16,1,3,162.5,25.0
R Parag,2023,Middle,52,49,3,2,106.12,10.2
R Parag,2024,Death,92,50,7,6,184.0,26.0
R Parag,2024,Middle,431,294,26,25,146.6,17.35
R Parag,2024,Powerplay,50,39,7,2,128.21,23.08
R Parag,2025,Death,43,25,2,4,172.0,24.0
R Parag,2025,Middle,265,165,18,16,160.61,20.61
R Parag,2025,Powerplay,84,46,7,7,182.61,30.43
R Parag,2026,Death,0,2,0,0,0.0,0.0
R Parag,2026,Middle,255,153,17,18,166.67,22.88
R Parag,2026,Powerplay,53,40,7,3,132.5,25.0
R Powell,2022,Death,113,48,5,13,235.42,37.5
R Powell,2022,Middle,137,119,5,9,115.13,11.76
R Powell,2023,Middle,7,9,1,0,77.78,11.11
R Powell,2024,Death,80,44,8,5,181.82,29.55
R Powell,2024,Middle,23,24,2,1,95.83,12.5
R Powell,2025,Death,5,5,1,0,100.0,20.0
R Powell,2026,Death,47,27,5,2,174.07,25.93
R Powell,2026,Middle,128,100,10,7,128.0,17.0
R Powell,2026,Powerplay,15,13,1,1,115.38,15.38
R Rampaul,2013,Death,28,28,2,1,100.0,10.71
R Rampaul,2013,Middle,9,8,1,0,112.5,12.5
R Rampaul,2014,Middle,13,13,0,1,100.0,7.69
R Ravindra,2024,Middle,49,27,0,5,181.48,18.52
R Ravindra,2024,Powerplay,169,110,21,7,153.64,25.45
R Ravindra,2025,Death,21,6,0,3,350.0,50.0
R Ravindra,2025,Middle,64,53,4,1,120.75,9.43
R Ravindra,2025,Powerplay,105,88,14,0,119.32,15.91
R Sai Kishore,2024,Death,13,6,0,2,216.67,33.33
R Sai Kishore,2025,Death,4,7,0,0,57.14,0.0
R Sai Kishore,2025,Middle,1,3,0,0,33.33,0.0
R Sanjay Yadav,2022,Death,0,2,0,0,0.0,0.0
R Sathish,2010,Death,49,32,6,0,153.12,18.75
R Sathish,2010,Middle,63,64,5,0,98.44,7.81
R Sathish,2011,Death,15,15,1,0,100.0,6.67
R Sathish,2011,Middle,10,12,0,0,83.33,0.0
R Sathish,2011,Powerplay,0,7,0,0,0.0,0.0
R Sathish,2013,Death,61,36,5,3,169.44,22.22
R Sathish,2013,Middle,47,40,4,2,117.5,15.0
R Sathish,2016,Death,18,16,0,1,112.5,6.25
R Sathish,2016,Middle,6,8,1,0,75.0,12.5
R Sharma,2010,Death,25,24,2,1,104.17,12.5
R Sharma,2010,Middle,4,2,1,0,200.0,50.0
R Sharma,2011,Death,16,15,1,1,106.67,13.33
R Sharma,2011,Middle,8,6,0,1,133.33,16.67
R Sharma,2012,Death,2,11,0,0,18.18,0.0
R Sharma,2013,Death,11,17,1,0,64.71,5.88
R Shepherd,2022,Death,33,17,2,3,194.12,29.41
R Shepherd,2022,Middle,25,23,0,2,108.7,8.7
R Shepherd,2023,Middle,0,1,0,0,0.0,0.0
R Shepherd,2024,Death,57,21,5,5,271.43,47.62
R Shepherd,2025,Death,64,22,5,6,290.91,50.0
R Shepherd,2025,Middle,0,1,0,0,0.0,0.0
R Shepherd,2026,Death,21,25,1,1,84.0,8.0
R Shepherd,2026,Middle,62,40,5,4,155.0,22.5
R Shukla,2013,Death,1,2,0,0,50.0,0.0
R Shukla,2014,Death,15,18,2,0,83.33,11.11
R Shukla,2014,Middle,3,3,0,0,100.0,0.0
R Smaran,2026,Death,5,2,1,0,250.0,50.0
R Smaran,2026,Middle,4,4,1,0,100.0,25.0
R Smaran,2026,Powerplay,10,19,1,0,52.63,5.26
R Tewatia,2014,Middle,16,13,0,1,123.08,7.69
R Tewatia,2017,Death,15,8,3,0,187.5,37.5
R Tewatia,2017,Powerplay,4,3,1,0,133.33,33.33
R Tewatia,2018,Death,32,21,4,1,152.38,23.81
R Tewatia,2018,Middle,18,22,1,0,81.82,4.55
R Tewatia,2019,Death,21,15,1,1,140.0,13.33
R Tewatia,2019,Middle,5,7,1,0,71.43,14.29
R Tewatia,2020,Death,155,75,8,14,206.67,29.33
R Tewatia,2020,Middle,98,103,5,3,95.15,7.77
R Tewatia,2020,Powerplay,2,4,0,0,50.0,0.0
R Tewatia,2021,Death,45,38,2,3,118.42,13.16
R Tewatia,2021,Middle,110,109,9,3,100.92,11.01
R Tewatia,2022,Death,158,88,16,8,179.55,27.27
R Tewatia,2022,Middle,59,59,6,1,100.0,11.86
R Tewatia,2023,Death,69,36,2,7,191.67,25.0
R Tewatia,2023,Middle,18,21,1,0,85.71,4.76
R Tewatia,2024,Death,128,68,18,4,188.24,32.35
R Tewatia,2024,Middle,58,58,6,1,100.0,12.07
R Tewatia,2025,Death,82,46,5,7,178.26,26.09
R Tewatia,2025,Middle,17,13,1,0,130.77,7.69
R Tewatia,2026,Death,85,57,8,4,149.12,21.05
R Tewatia,2026,Middle,104,72,12,4,144.44,22.22
R Tewatia,2026,Powerplay,0,2,0,0,0.0,0.0
R Vinay Kumar,2008,Death,11,11,0,1,100.0,9.09
R Vinay Kumar,2008,Middle,14,11,2,0,127.27,18.18
R Vinay Kumar,2009,Death,36,29,4,1,124.14,17.24
R Vinay Kumar,2009,Middle,11,15,0,0,73.33,0.0
R Vinay Kumar,2010,Death,24,28,1,0,85.71,3.57
R Vinay Kumar,2010,Middle,3,4,0,0,75.0,0.0
R Vinay Kumar,2011,Death,31,27,2,1,114.81,11.11
R Vinay Kumar,2011,Middle,19,20,2,0,95.0,10.0
R Vinay Kumar,2012,Death,54,42,3,2,128.57,11.9
R Vinay Kumar,2012,Middle,14,20,0,0,70.0,0.0
R Vinay Kumar,2013,Death,62,39,5,3,158.97,20.51
R Vinay Kumar,2013,Middle,8,5,1,0,160.0,20.0
R Vinay Kumar,2014,Death,4,6,0,0,66.67,0.0
R Vinay Kumar,2015,Death,0,2,0,0,0.0,0.0
R Vinay Kumar,2016,Death,11,9,0,1,122.22,11.11
R Vinay Kumar,2016,Middle,2,3,0,0,66.67,0.0
R Vinay Kumar,2018,Death,6,3,1,0,200.0,33.33
RA Bawa,2022,Middle,11,13,1,0,84.62,7.69
RA Bawa,2022,Powerplay,0,1,0,0,0.0,0.0
RA Bawa,2025,Death,8,4,0,0,200.0,0.0
RA Bawa,2026,Death,12,10,0,0,120.0,0.0
RA Bawa,2026,Middle,4,4,1,0,100.0,25.0
RA Jadeja,2008,Death,38,29,2,2,131.03,13.79
RA Jadeja,2008,Middle,96,71,9,4,135.21,18.31
RA Jadeja,2009,Death,60,43,7,1,139.53,18.6
RA Jadeja,2009,Middle,226,210,13,5,107.62,8.57
RA Jadeja,2009,Powerplay,7,12,1,0,58.33,8.33
RA Jadeja,2011,Death,68,41,4,5,165.85,21.95
RA Jadeja,2011,Middle,195,176,12,9,110.8,11.93
RA Jadeja,2011,Powerplay,19,10,4,0,190.0,40.0
RA Jadeja,2012,Death,61,43,3,4,141.86,16.28
RA Jadeja,2012,Middle,130,108,10,5,120.37,13.89
RA Jadeja,2013,Death,85,48,9,4,177.08,27.08
RA Jadeja,2013,Middle,115,86,8,2,133.72,11.63
RA Jadeja,2014,Death,77,56,3,3,137.5,10.71
RA Jadeja,2014,Middle,69,53,6,2,130.19,15.09
RA Jadeja,2015,Death,63,54,3,1,116.67,7.41
RA Jadeja,2015,Middle,69,72,4,2,95.83,8.33
RA Jadeja,2016,Death,78,62,6,3,125.81,14.52
RA Jadeja,2016,Middle,92,97,6,0,94.85,6.19
RA Jadeja,2016,Powerplay,19,16,2,1,118.75,18.75
RA Jadeja,2017,Death,59,35,4,2,168.57,17.14
RA Jadeja,2017,Middle,99,78,9,2,126.92,14.1
RA Jadeja,2018,Death,51,36,2,3,141.67,13.89
RA Jadeja,2018,Middle,38,38,1,1,100.0,5.26
RA Jadeja,2019,Death,77,57,6,3,135.09,15.79
RA Jadeja,2019,Middle,28,30,1,1,93.33,6.67
RA Jadeja,2020,Death,180,84,18,10,214.29,33.33
RA Jadeja,2020,Middle,43,44,3,1,97.73,9.09
RA Jadeja,2020,Powerplay,7,6,1,0,116.67,16.67
RA Jadeja,2021,Death,154,81,13,8,190.12,25.93
RA Jadeja,2021,Middle,67,74,6,0,90.54,8.11
RA Jadeja,2022,Death,89,52,6,5,171.15,21.15
RA Jadeja,2022,Middle,27,43,0,0,62.79,0.0
RA Jadeja,2022,Powerplay,0,3,0,0,0.0,0.0
RA Jadeja,2023,Death,151,96,10,8,157.29,18.75
RA Jadeja,2023,Middle,38,36,1,1,105.56,5.56
RA Jadeja,2024,Death,113,62,8,6,182.26,22.58
RA Jadeja,2024,Middle,146,115,13,2,126.96,13.04
RA Jadeja,2024,Powerplay,8,10,1,0,80.0,10.0
RA Jadeja,2025,Death,112,70,7,6,160.0,18.57
RA Jadeja,2025,Middle,145,122,11,3,118.85,11.48
RA Jadeja,2025,Powerplay,44,30,7,1,146.67,26.67
RA Jadeja,2026,Death,96,64,10,1,150.0,17.19
RA Jadeja,2026,Middle,117,110,6,2,106.36,7.27
RA Jadeja,2026,Powerplay,53,22,8,2,240.91,45.45
RA Tripathi,2017,Death,8,6,0,1,133.33,16.67
RA Tripathi,2017,Middle,93,77,6,4,120.78,12.99
RA Tripathi,2017,Powerplay,290,184,37,12,157.61,26.63
RA Tripathi,2018,Death,30,18,1,2,166.67,16.67
RA Tripathi,2018,Middle,109,89,8,2,122.47,11.24
RA Tripathi,2018,Powerplay,86,59,9,4,145.76,22.03
RA Tripathi,2019,Death,25,19,2,1,131.58,15.79
RA Tripathi,2019,Middle,78,70,7,0,111.43,10.0
RA Tripathi,2019,Powerplay,34,28,3,1,121.43,14.29
RA Tripathi,2020,Death,45,22,5,3,204.55,36.36
RA Tripathi,2020,Middle,79,69,3,3,114.49,8.7
RA Tripathi,2020,Powerplay,106,90,13,4,117.78,18.89
RA Tripathi,2021,Death,13,14,0,1,92.86,7.14
RA Tripathi,2021,Middle,263,179,24,8,146.93,17.88
RA Tripathi,2021,Powerplay,121,89,17,2,135.96,21.35
RA Tripathi,2022,Death,23,8,2,2,287.5,50.0
RA Tripathi,2022,Middle,248,155,21,12,160.0,21.29
RA Tripathi,2022,Powerplay,138,97,16,6,142.27,22.68
RA Tripathi,2023,Death,19,13,2,1,146.15,23.08
RA Tripathi,2023,Middle,160,123,14,6,130.08,16.26
RA Tripathi,2023,Powerplay,90,76,12,3,118.42,19.74
RA Tripathi,2024,Middle,61,48,4,2,127.08,12.5
RA Tripathi,2024,Powerplay,94,65,13,3,144.62,24.62
RA Tripathi,2025,Middle,19,24,1,0,79.17,4.17
RA Tripathi,2025,Powerplay,36,33,5,1,109.09,18.18
RD Chahar,2017,Death,3,2,0,0,150.0,0.0
RD Chahar,2019,Death,12,11,2,0,109.09,18.18
RD Chahar,2020,Death,2,4,0,0,50.0,0.0
RD Chahar,2021,Death,14,15,1,0,93.33,6.67
RD Chahar,2022,Death,71,55,7,4,129.09,20.0
RD Chahar,2022,Middle,6,13,0,0,46.15,0.0
RD Chahar,2023,Death,0,1,0,0,0.0,0.0
RD Chahar,2023,Middle,0,8,0,0,0.0,0.0
RD Chahar,2024,Death,2,5,0,0,40.0,0.0
RD Chahar,2024,Middle,19,10,3,1,190.0,40.0
RD Gaikwad,2020,Death,30,21,3,1,142.86,19.05
RD Gaikwad,2020,Middle,108,82,8,2,131.71,12.2
RD Gaikwad,2020,Powerplay,66,66,5,3,100.0,12.12
RD Gaikwad,2021,Death,70,32,6,5,218.75,34.38
RD Gaikwad,2021,Middle,293,191,26,11,153.4,19.37
RD Gaikwad,2021,Powerplay,269,239,32,7,112.55,16.32
RD Gaikwad,2022,Death,7,7,0,0,100.0,0.0
RD Gaikwad,2022,Middle,175,120,13,7,145.83,16.67
RD Gaikwad,2022,Powerplay,185,162,20,7,114.2,16.67
RD Gaikwad,2023,Death,13,9,0,1,144.44,11.11
RD Gaikwad,2023,Middle,232,156,11,15,148.72,16.67
RD Gaikwad,2023,Powerplay,345,233,35,14,148.07,21.03
RD Gaikwad,2024,Death,59,33,3,5,178.79,24.24
RD Gaikwad,2024,Middle,259,194,16,9,133.51,12.89
RD Gaikwad,2024,Powerplay,261,185,38,4,141.08,22.7
RD Gaikwad,2025,Middle,54,37,4,2,145.95,16.22
RD Gaikwad,2025,Powerplay,68,44,10,2,154.55,27.27
RD Gaikwad,2026,Death,27,14,3,1,192.86,28.57
RD Gaikwad,2026,Middle,112,106,5,3,105.66,7.55
RD Gaikwad,2026,Powerplay,194,152,20,8,127.63,18.42
RD Rickelton,2025,Middle,91,62,8,5,146.77,20.97
RD Rickelton,2025,Powerplay,297,193,39,12,153.89,26.42
RD Rickelton,2026,Death,18,9,1,1,200.0,22.22
RD Rickelton,2026,Middle,173,82,10,15,210.98,30.49
RD Rickelton,2026,Powerplay,257,149,20,22,172.48,28.19
RE Levi,2012,Middle,21,16,1,2,131.25,18.75
RE Levi,2012,Powerplay,62,57,9,2,108.77,19.3
RE van der Merwe,2009,Death,34,21,2,3,161.9,23.81
RE van der Merwe,2009,Middle,60,49,4,3,122.45,14.29
RE van der Merwe,2009,Powerplay,28,28,2,2,100.0,14.29
RE van der Merwe,2010,Death,1,2,0,0,50.0,0.0
RE van der Merwe,2011,Death,12,13,1,0,92.31,7.69
RE van der Merwe,2011,Middle,2,3,0,0,66.67,0.0
RE van der Merwe,2013,Middle,14,16,1,0,87.5,6.25
RE van der Merwe,2013,Powerplay,8,9,1,0,88.89,11.11
RG More,2015,Death,2,2,0,0,100.0,0.0
RG Sharma,2008,Death,119,44,14,7,270.45,47.73
RG Sharma,2008,Middle,268,209,21,12,128.23,15.79
RG Sharma,2008,Powerplay,12,17,2,0,70.59,11.76
RG Sharma,2009,Death,101,55,6,8,183.64,25.45
RG Sharma,2009,Middle,220,212,10,9,103.77,8.96
RG Sharma,2009,Powerplay,33,46,4,1,71.74,10.87
RG Sharma,2010,Death,121,63,9,8,192.06,26.98
RG Sharma,2010,Middle,268,205,26,6,130.73,15.61
RG Sharma,2010,Powerplay,14,32,1,0,43.75,3.12
RG Sharma,2011,Death,95,57,5,7,166.67,21.05
RG Sharma,2011,Middle,237,202,21,5,117.33,12.87
RG Sharma,2011,Powerplay,40,38,6,1,105.26,18.42
RG Sharma,2012,Death,72,37,4,6,194.59,27.03
RG Sharma,2012,Middle,234,197,21,6,118.78,13.71
RG Sharma,2012,Powerplay,126,107,14,6,117.76,18.69
RG Sharma,2013,Death,191,88,11,17,217.05,31.82
RG Sharma,2013,Middle,312,276,20,10,113.04,10.87
RG Sharma,2013,Powerplay,29,44,4,0,65.91,9.09
RG Sharma,2014,Death,118,62,10,8,190.32,29.03
RG Sharma,2014,Middle,246,207,20,6,118.84,12.56
RG Sharma,2014,Powerplay,26,33,1,2,78.79,9.09
RG Sharma,2015,Death,77,36,7,5,213.89,33.33
RG Sharma,2015,Middle,316,238,23,12,132.77,14.71
RG Sharma,2015,Powerplay,89,59,11,4,150.85,25.42
RG Sharma,2016,Death,69,33,10,2,209.09,36.36
RG Sharma,2016,Middle,177,159,10,5,111.32,9.43
RG Sharma,2016,Powerplay,241,174,29,10,138.51,22.41
RG Sharma,2017,Death,62,42,3,3,147.62,14.29
RG Sharma,2017,Middle,218,176,22,5,123.86,15.34
RG Sharma,2017,Powerplay,53,55,6,1,96.36,12.73
RG Sharma,2018,Death,96,46,8,6,208.7,30.43
RG Sharma,2018,Middle,148,121,13,4,122.31,14.05
RG Sharma,2018,Powerplay,41,47,4,2,87.23,12.77
RG Sharma,2019,Death,0,1,0,0,0.0,0.0
RG Sharma,2019,Middle,134,105,14,4,127.62,17.14
RG Sharma,2019,Powerplay,265,208,38,5,127.4,20.67
RG Sharma,2020,Death,8,8,1,0,100.0,12.5
RG Sharma,2020,Middle,163,113,11,10,144.25,18.58
RG Sharma,2020,Powerplay,163,142,15,9,114.79,16.9
RG Sharma,2021,Death,1,4,0,0,25.0,0.0
RG Sharma,2021,Middle,116,92,6,5,126.09,11.96
RG Sharma,2021,Powerplay,262,202,27,9,129.7,17.82
RG Sharma,2022,Middle,37,39,2,1,94.87,7.69
RG Sharma,2022,Powerplay,227,183,25,12,124.04,20.22
RG Sharma,2023,Death,4,5,1,0,80.0,20.0
RG Sharma,2023,Middle,88,64,10,2,137.5,18.75
RG Sharma,2023,Powerplay,234,179,24,14,130.73,21.23
RG Sharma,2024,Death,27,12,3,1,225.0,33.33
RG Sharma,2024,Middle,121,89,14,5,135.96,21.35
RG Sharma,2024,Powerplay,269,176,28,17,152.84,25.57
RG Sharma,2025,Death,0,2,0,0,0.0,0.0
RG Sharma,2025,Middle,169,113,16,7,149.56,20.35
RG Sharma,2025,Powerplay,247,164,25,15,150.61,24.39
RG Sharma,2026,Middle,102,61,7,7,167.21,22.95
RG Sharma,2026,Powerplay,180,118,14,14,152.54,23.73
RJ Gleeson,2024,Death,2,2,0,0,100.0,0.0
RJ Harris,2009,Death,20,14,0,0,142.86,0.0
RJ Harris,2009,Middle,1,4,0,0,25.0,0.0
RJ Harris,2010,Death,29,23,1,2,126.09,13.04
RJ Harris,2010,Middle,16,16,1,0,100.0,6.25
RJ Harris,2011,Death,17,20,2,0,85.0,10.0
RJ Harris,2011,Middle,13,18,1,0,72.22,5.56
RJ Harris,2012,Death,18,11,1,1,163.64,18.18
RJ Harris,2013,Death,2,5,0,0,40.0,0.0
RJ Peterson,2012,Death,18,15,2,1,120.0,20.0
RJ Peterson,2012,Middle,14,15,1,0,93.33,6.67
RJ Quiney,2009,Middle,38,31,3,2,122.58,16.13
RJ Quiney,2009,Powerplay,65,71,9,1,91.55,14.08
RJW Topley,2024,Death,3,6,0,0,50.0,0.0
RK Bhui,2018,Powerplay,0,5,0,0,0.0,0.0
RK Bhui,2019,Middle,7,12,0,0,58.33,0.0
RK Bhui,2024,Middle,3,7,0,0,42.86,0.0
RK Bhui,2024,Powerplay,0,2,0,0,0.0,0.0
RK Singh,2018,Middle,29,31,4,0,93.55,12.9
RK Singh,2019,Death,7,9,0,0,77.78,0.0
RK Singh,2019,Middle,30,25,1,2,120.0,12.0
RK Singh,2020,Middle,11,11,1,0,100.0,9.09
RK Singh,2022,Death,99,49,11,5,202.04,32.65
RK Singh,2022,Middle,66,61,6,1,108.2,11.48
RK Singh,2022,Powerplay,9,7,0,1,128.57,14.29
RK Singh,2023,Death,233,122,15,19,190.98,27.87
RK Singh,2023,Middle,210,180,14,7,116.67,11.67
RK Singh,2023,Powerplay,18,11,2,1,163.64,27.27
RK Singh,2024,Death,75,39,6,5,192.31,28.21
RK Singh,2024,Middle,83,65,5,3,127.69,12.31
RK Singh,2024,Powerplay,9,7,2,0,128.57,28.57
RK Singh,2025,Death,99,42,13,6,235.71,45.24
RK Singh,2025,Middle,105,89,7,4,117.98,12.36
RK Singh,2025,Powerplay,0,2,0,0,0.0,0.0
RK Singh,2026,Death,154,75,15,8,205.33,30.67
RK Singh,2026,Middle,141,122,12,3,115.57,12.3
RK Singh,2026,Powerplay,4,1,1,0,400.0,100.0
RM Patidar,2021,Middle,51,38,1,3,134.21,10.53
RM Patidar,2021,Powerplay,20,24,2,0,83.33,8.33
RM Patidar,2022,Death,20,10,1,2,200.0,30.0
RM Patidar,2022,Middle,225,132,13,14,170.45,20.45
RM Patidar,2022,Powerplay,87,75,13,2,116.0,20.0
RM Patidar,2024,Death,14,8,0,2,175.0,25.0
RM Patidar,2024,Middle,318,176,10,30,180.68,22.73
RM Patidar,2024,Powerplay,63,39,11,1,161.54,30.77
RM Patidar,2025,Death,35,23,2,3,152.17,21.74
RM Patidar,2025,Middle,241,160,20,10,150.62,18.75
RM Patidar,2025,Powerplay,36,34,3,1,105.88,11.76
RM Patidar,2026,Death,78,28,3,9,278.57,42.86
RM Patidar,2026,Middle,385,188,22,33,204.79,29.26
RM Patidar,2026,Powerplay,37,43,5,0,86.05,11.63
RN ten Doeschate,2011,Death,61,34,5,3,179.41,23.53
RN ten Doeschate,2011,Middle,41,36,3,2,113.89,13.89
RN ten Doeschate,2011,Powerplay,5,3,1,0,166.67,33.33
RN ten Doeschate,2012,Death,18,17,1,1,105.88,11.76
RN ten Doeschate,2012,Middle,3,4,0,0,75.0,0.0
RN ten Doeschate,2013,Death,34,18,5,1,188.89,33.33
RN ten Doeschate,2013,Middle,50,41,4,1,121.95,12.2
RN ten Doeschate,2013,Powerplay,1,4,0,0,25.0,0.0
RN ten Doeschate,2014,Death,46,24,2,4,191.67,25.0
RN ten Doeschate,2014,Middle,6,9,1,0,66.67,11.11
RN ten Doeschate,2015,Death,34,18,3,2,188.89,27.78
RN ten Doeschate,2015,Middle,27,27,1,1,100.0,7.41
RP Meredith,2022,Death,0,1,0,0,0.0,0.0
RP Meredith,2023,Death,0,2,0,0,0.0,0.0
RP Singh,2008,Death,27,24,2,1,112.5,12.5
RP Singh,2009,Death,6,11,0,0,54.55,0.0
RP Singh,2009,Middle,2,6,0,0,33.33,0.0
RP Singh,2010,Death,9,19,0,0,47.37,0.0
RP Singh,2011,Death,2,4,0,0,50.0,0.0
RP Singh,2012,Death,6,8,0,0,75.0,0.0
RP Singh,2012,Middle,0,4,0,0,0.0,0.0
RR Bhatkal,2012,Death,0,2,0,0,0.0,0.0
RR Pant,2016,Death,27,15,2,2,180.0,26.67
RR Pant,2016,Middle,128,99,11,4,129.29,15.15
RR Pant,2016,Powerplay,43,38,6,0,113.16,15.79
RR Pant,2017,Death,41,17,2,5,241.18,41.18
RR Pant,2017,Middle,265,160,21,15,165.62,22.5
RR Pant,2017,Powerplay,59,43,5,4,137.21,20.93
RR Pant,2018,Death,112,46,12,9,243.48,45.65
RR Pant,2018,Middle,458,275,38,27,166.55,23.64
RR Pant,2018,Powerplay,114,73,18,1,156.16,26.03
RR Pant,2019,Death,149,62,10,13,240.32,37.1
RR Pant,2019,Middle,329,223,25,14,147.53,17.49
RR Pant,2019,Powerplay,11,17,1,0,64.71,5.88
RR Pant,2020,Death,59,37,8,2,159.46,27.03
RR Pant,2020,Middle,255,222,23,5,114.86,12.61
RR Pant,2020,Powerplay,25,42,1,1,59.52,4.76
RR Pant,2021,Death,103,66,12,2,156.06,21.21
RR Pant,2021,Middle,262,217,22,7,120.74,13.36
RR Pant,2021,Powerplay,57,45,9,1,126.67,22.22
RR Pant,2022,Death,32,18,1,3,177.78,22.22
RR Pant,2022,Middle,252,174,24,12,144.83,20.69
RR Pant,2022,Powerplay,54,30,10,1,180.0,36.67
RR Pant,2024,Death,92,38,8,7,242.11,39.47
RR Pant,2024,Middle,328,230,26,16,142.61,18.26
RR Pant,2024,Powerplay,26,19,2,2,136.84,21.05
