Batter,season,Phase,runs,balls_faced,fours,sixes,strike_rate,boundary_pct
AP Tare,2010,Middle,6,3,0,1,200.0,33.33
AP Tare,2010,Powerplay,44,33,5,2,133.33,21.21
AP Tare,2013,Middle,50,32,6,1,156.25,21.88
AP Tare,2013,Powerplay,73,52,8,4,140.38,23.08
AP Tare,2014,Death,34,21,4,1,161.9,23.81
AP Tare,2014,Middle,23,14,3,1,164.29,28.57
AP Tare,2014,Powerplay,69,62,9,1,111.29,16.13
AP Tare,2015,Powerplay,14,17,1,0,82.35,5.88
AP Tare,2016,Middle,0,1,0,0,0.0,0.0
AP Tare,2016,Powerplay,8,14,1,0,57.14,7.14
AP Tare,2017,Powerplay,18,23,3,0,78.26,13.04
AR Bawne,2017,Death,12,12,1,0,100.0,8.33
AR Patel,2014,Death,18,21,0,1,85.71,4.76
AR Patel,2014,Middle,42,36,6,0,116.67,16.67
AR Patel,2014,Powerplay,2,3,0,0,66.67,0.0
AR Patel,2015,Death,62,53,3,2,116.98,9.43
AR Patel,2015,Middle,143,119,10,6,120.17,13.45
AR Patel,2015,Powerplay,1,2,0,0,50.0,0.0
AR Patel,2016,Death,70,36,2,6,194.44,22.22
AR Patel,2016,Middle,39,38,2,2,102.63,10.53
AR Patel,2016,Powerplay,2,3,0,0,66.67,0.0
AR Patel,2017,Death,112,67,6,5,167.16,16.42
AR Patel,2017,Middle,109,92,4,6,118.48,10.87
AR Patel,2017,Powerplay,6,3,1,0,200.0,33.33
AR Patel,2018,Death,12,12,0,1,100.0,8.33
AR Patel,2018,Middle,68,57,3,3,119.3,10.53
AR Patel,2019,Death,79,51,8,3,154.9,21.57
AR Patel,2019,Middle,29,36,2,0,80.56,5.56
AR Patel,2020,Death,71,45,4,5,157.78,20.0
AR Patel,2020,Middle,46,39,2,3,117.95,12.82
AR Patel,2021,Death,20,20,0,1,100.0,5.0
AR Patel,2021,Middle,20,24,2,0,83.33,8.33
AR Patel,2021,Powerplay,0,2,0,0,0.0,0.0
AR Patel,2022,Death,107,55,7,7,194.55,25.45
AR Patel,2022,Middle,75,65,5,3,115.38,12.31
AR Patel,2023,Death,122,71,7,8,171.83,21.13
AR Patel,2023,Middle,151,125,14,6,120.8,16.0
AR Patel,2023,Powerplay,2,5,0,0,40.0,0.0
AR Patel,2024,Death,77,56,4,4,137.5,14.29
AR Patel,2024,Middle,139,105,12,6,132.38,17.14
AR Patel,2024,Powerplay,19,18,3,0,105.56,16.67
AR Patel,2025,Death,28,17,2,2,164.71,23.53
AR Patel,2025,Middle,196,123,16,12,159.35,22.76
AR Patel,2025,Powerplay,39,27,5,1,144.44,22.22
AR Patel,2026,Death,36,21,1,3,171.43,19.05
AR Patel,2026,Middle,125,101,14,2,123.76,15.84
AR Patel,2026,Powerplay,8,9,0,1,88.89,11.11
AS Joseph,2019,Death,11,11,1,0,100.0,9.09
AS Joseph,2019,Middle,4,2,1,0,200.0,50.0
AS Joseph,2022,Death,5,7,0,0,71.43,0.0
AS Joseph,2023,Death,0,4,0,0,0.0,0.0
AS Joseph,2023,Middle,7,8,1,0,87.5,12.5
AS Rajpoot,2013,Death,2,6,0,0,33.33,0.0
AS Rajpoot,2017,Death,4,7,1,0,57.14,14.29
AS Rajpoot,2018,Death,10,13,1,0,76.92,7.69
AS Rajpoot,2018,Middle,1,5,0,0,20.0,0.0
AS Rajpoot,2020,Death,9,9,0,1,100.0,11.11
AS Rajpoot,2020,Middle,0,1,0,0,0.0,0.0
AS Raut,2009,Death,45,29,3,3,155.17,20.69
AS Raut,2009,Middle,33,32,2,0,103.12,6.25
AS Raut,2010,Death,39,25,1,3,156.0,16.0
AS Raut,2010,Middle,17,23,2,0,73.91,8.7
AS Raut,2011,Death,23,22,2,0,104.55,9.09
AS Raut,2011,Middle,30,30,2,1,100.0,10.0
AS Raut,2011,Powerplay,7,6,1,0,116.67,16.67
AS Roy,2022,Middle,0,2,0,0,0.0,0.0
AS Roy,2023,Death,19,13,2,0,146.15,15.38
AS Roy,2023,Middle,0,1,0,0,0.0,0.0
AS Roy,2023,Powerplay,4,5,1,0,80.0,20.0
AS Roy,2024,Death,3,3,0,0,100.0,0.0
AS Roy,2025,Death,0,1,0,0,0.0,0.0
AS Roy,2026,Death,28,19,2,1,147.37,15.79
AS Roy,2026,Middle,24,20,1,1,120.0,10.0
AS Yadav,2008,Death,39,29,5,1,134.48,20.69
AS Yadav,2008,Middle,10,10,0,1,100.0,10.0
AT Carey,2020,Death,31,28,0,1,110.71,3.57
AT Carey,2020,Middle,1,1,0,0,100.0,0.0
AT Rayudu,2010,Death,73,44,8,2,165.91,22.73
AT Rayudu,2010,Middle,234,170,16,11,137.65,15.88
AT Rayudu,2010,Powerplay,47,30,10,0,156.67,33.33
AT Rayudu,2011,Death,63,34,5,3,185.29,23.53
AT Rayudu,2011,Middle,252,209,29,6,120.57,16.75
AT Rayudu,2011,Powerplay,79,106,10,0,74.53,9.43
AT Rayudu,2012,Death,94,43,5,7,218.6,27.91
AT Rayudu,2012,Middle,216,176,14,7,122.73,11.93
AT Rayudu,2012,Powerplay,23,33,2,0,69.7,6.06
AT Rayudu,2013,Death,101,65,8,3,155.38,16.92
AT Rayudu,2013,Middle,132,139,9,1,94.96,7.19
AT Rayudu,2013,Powerplay,31,25,5,0,124.0,20.0
AT Rayudu,2014,Death,21,19,1,1,110.53,10.53
AT Rayudu,2014,Middle,263,198,22,5,132.83,13.64
AT Rayudu,2014,Powerplay,76,69,8,2,110.14,14.49
AT Rayudu,2015,Death,155,72,12,12,215.28,33.33
AT Rayudu,2015,Middle,123,107,6,4,114.95,9.35
AT Rayudu,2015,Powerplay,3,13,0,0,23.08,0.0
AT Rayudu,2016,Death,22,15,1,1,146.67,13.33
AT Rayudu,2016,Middle,173,151,8,8,114.57,10.6
AT Rayudu,2016,Powerplay,139,111,19,3,125.23,19.82
AT Rayudu,2017,Death,27,10,3,2,270.0,50.0
AT Rayudu,2017,Middle,54,46,4,1,117.39,10.87
AT Rayudu,2017,Powerplay,10,22,0,0,45.45,0.0
AT Rayudu,2018,Death,51,33,6,1,154.55,21.21
AT Rayudu,2018,Middle,317,216,23,19,146.76,19.44
AT Rayudu,2018,Powerplay,234,152,24,14,153.95,25.0
AT Rayudu,2019,Death,61,54,5,1,112.96,11.11
AT Rayudu,2019,Middle,184,183,13,4,100.55,9.29
AT Rayudu,2019,Powerplay,37,64,2,2,57.81,6.25
AT Rayudu,2020,Death,38,23,2,2,165.22,17.39
AT Rayudu,2020,Middle,263,206,19,9,127.67,13.59
AT Rayudu,2020,Powerplay,54,50,8,1,108.0,18.0
AT Rayudu,2021,Death,88,48,7,6,183.33,27.08
AT Rayudu,2021,Middle,156,116,9,9,134.48,15.52
AT Rayudu,2021,Powerplay,0,3,0,0,0.0,0.0
AT Rayudu,2022,Death,8,14,1,0,57.14,7.14
AT Rayudu,2022,Middle,226,159,20,13,142.14,20.75
AT Rayudu,2022,Powerplay,39,50,4,2,78.0,12.0
AT Rayudu,2023,Death,66,34,5,4,194.12,26.47
AT Rayudu,2023,Middle,92,79,5,5,116.46,12.66
AU Rashid,2023,Death,4,3,1,0,133.33,33.33
AU Rashid,2023,Middle,17,12,1,1,141.67,16.67
AUK Pathan,2011,Death,12,7,3,0,171.43,42.86
AUK Pathan,2011,Middle,7,4,0,1,175.0,25.0
AUK Pathan,2011,Powerplay,14,5,2,1,280.0,60.0
AUK Pathan,2012,Death,2,3,0,0,66.67,0.0
AUK Pathan,2012,Middle,4,4,0,0,100.0,0.0
Abdul Basith,2023,Death,1,1,0,0,100.0,0.0
Abdul Samad,2020,Death,73,44,5,4,165.91,20.45
Abdul Samad,2020,Middle,38,21,3,2,180.95,23.81
Abdul Samad,2020,Powerplay,2,2,0,0,100.0,0.0
Abdul Samad,2021,Death,51,31,2,5,164.52,22.58
Abdul Samad,2021,Middle,60,56,2,3,107.14,8.93
Abdul Samad,2022,Death,0,1,0,0,0.0,0.0
Abdul Samad,2022,Middle,4,6,0,0,66.67,0.0
Abdul Samad,2023,Death,109,65,6,9,167.69,23.08
Abdul Samad,2023,Middle,55,60,3,2,91.67,8.33
Abdul Samad,2024,Death,96,46,8,7,208.7,32.61
Abdul Samad,2024,Middle,86,62,7,4,138.71,17.74
Abdul Samad,2025,Death,77,43,4,6,179.07,23.26
Abdul Samad,2025,Middle,87,50,4,8,174.0,24.0
Abdul Samad,2026,Death,42,24,5,2,175.0,29.17
Abdul Samad,2026,Middle,74,64,5,3,115.62,12.5
Abdur Razzak,2008,Death,0,2,0,0,0.0,0.0
Abhishek Sharma,2018,Death,57,25,2,5,228.0,28.0
Abhishek Sharma,2018,Middle,6,8,1,0,75.0,12.5
Abhishek Sharma,2019,Death,7,6,1,0,116.67,16.67
Abhishek Sharma,2019,Middle,2,3,0,0,66.67,0.0
Abhishek Sharma,2020,Death,27,24,2,1,112.5,12.5
Abhishek Sharma,2020,Middle,44,32,4,2,137.5,18.75
Abhishek Sharma,2021,Death,16,10,0,2,160.0,20.0
Abhishek Sharma,2021,Middle,39,42,2,0,92.86,4.76
Abhishek Sharma,2021,Powerplay,43,23,5,2,186.96,30.43
Abhishek Sharma,2022,Death,2,3,0,0,66.67,0.0
Abhishek Sharma,2022,Middle,169,114,8,10,148.25,15.79
Abhishek Sharma,2022,Powerplay,254,202,39,3,125.74,20.79
Abhishek Sharma,2023,Death,19,8,1,2,237.5,37.5
Abhishek Sharma,2023,Middle,90,62,8,3,145.16,17.74
Abhishek Sharma,2023,Powerplay,116,86,19,1,134.88,23.26
Abhishek Sharma,2024,Middle,141,68,9,13,207.35,32.35
Abhishek Sharma,2024,Powerplay,337,167,27,28,201.8,32.93
Abhishek Sharma,2025,Death,4,2,1,0,200.0,50.0
Abhishek Sharma,2025,Middle,175,72,11,16,243.06,37.5
Abhishek Sharma,2025,Powerplay,260,151,34,12,172.19,30.46
Abhishek Sharma,2026,Death,16,12,2,0,133.33,16.67
Abhishek Sharma,2026,Middle,178,91,12,14,195.6,28.57
Abhishek Sharma,2026,Powerplay,369,172,36,29,214.53,37.79
Abishek Porel,2023,Death,8,9,1,0,88.89,11.11
Abishek Porel,2023,Middle,24,21,0,2,114.29,9.52
Abishek Porel,2023,Powerplay,1,1,0,0,100.0,0.0
Abishek Porel,2024,Death,40,15,5,2,266.67,46.67
Abishek Porel,2024,Middle,146,100,14,4,146.0,18.0
Abishek Porel,2024,Powerplay,140,89,17,7,157.3,26.97
Abishek Porel,2025,Middle,126,87,6,7,144.83,14.94
Abishek Porel,2025,Powerplay,175,118,22,5,148.31,22.88
Abishek Porel,2026,Death,4,3,1,0,133.33,33.33
Abishek Porel,2026,Middle,38,34,3,0,111.76,8.82
Abishek Porel,2026,Powerplay,66,51,11,1,129.41,23.53
Akash Deep,2022,Middle,0,2,0,0,0.0,0.0
Akash Deep,2023,Death,8,5,0,1,160.0,20.0
Akash Deep,2023,Middle,9,3,2,0,300.0,66.67
Akash Deep,2024,Death,2,2,0,0,100.0,0.0
Akash Deep,2025,Death,6,2,0,1,300.0,50.0
Akash Madhwal,2024,Death,4,5,0,0,80.0,0.0
Akash Madhwal,2025,Middle,4,9,0,0,44.44,0.0
Akshat Raghuwanshi,2026,Middle,29,25,1,1,116.0,8.0
Aman Hakim Khan,2022,Death,5,3,1,0,166.67,33.33
Aman Hakim Khan,2023,Death,35,26,2,2,134.62,15.38
Aman Hakim Khan,2023,Middle,71,70,4,4,101.43,11.43
Aman Hakim Khan,2023,Powerplay,4,5,1,0,80.0,20.0
Aniket Verma,2025,Death,57,32,4,4,178.12,25.0
Aniket Verma,2025,Middle,162,94,6,16,172.34,23.4
Aniket Verma,2025,Powerplay,17,16,2,0,106.25,12.5
Aniket Verma,2026,Death,53,26,4,4,203.85,30.77
Aniket Verma,2026,Middle,26,28,2,1,92.86,10.71
Anirudh Singh,2010,Death,9,9,1,0,100.0,11.11
Anirudh Singh,2010,Middle,36,37,2,1,97.3,8.11
Anirudh Singh,2010,Powerplay,18,20,3,0,90.0,15.0
Ankit Sharma,2012,Death,4,9,0,0,44.44,0.0
Ankit Sharma,2012,Middle,14,4,0,2,350.0,50.0
Ankit Sharma,2014,Middle,7,7,0,0,100.0,0.0
Ankit Sharma,2014,Powerplay,27,23,4,1,117.39,21.74
Ankit Sharma,2015,Death,7,6,1,0,116.67,16.67
Ankit Sharma,2016,Death,3,3,0,0,100.0,0.0
Ankit Sharma,2017,Death,17,10,1,1,170.0,20.0
Ankit Sharma,2017,Middle,8,5,1,0,160.0,20.0
Ankit Soni,2017,Death,7,9,0,1,77.78,11.11
Anmolpreet Singh,2021,Powerplay,16,14,2,1,114.29,21.43
Anmolpreet Singh,2022,Middle,8,9,0,0,88.89,0.0
Anmolpreet Singh,2022,Powerplay,5,4,1,0,125.0,25.0
Anmolpreet Singh,2023,Middle,15,15,2,0,100.0,13.33
Anmolpreet Singh,2023,Powerplay,90,67,13,2,134.33,22.39
Anmolpreet Singh,2024,Powerplay,5,6,1,0,83.33,16.67
Anuj Rawat,2021,Powerplay,0,1,0,0,0.0,0.0
Anuj Rawat,2022,Death,6,3,0,1,200.0,33.33
Anuj Rawat,2022,Middle,46,32,2,3,143.75,15.62
Anuj Rawat,2022,Powerplay,77,83,8,3,92.77,13.25
Anuj Rawat,2023,Death,70,38,5,4,184.21,23.68
Anuj Rawat,2023,Middle,15,29,0,0,51.72,0.0
Anuj Rawat,2023,Powerplay,6,4,1,0,150.0,25.0
Anuj Rawat,2024,Death,51,26,6,3,196.15,34.62
Anuj Rawat,2024,Middle,47,51,4,0,92.16,7.84
Anureet Singh,2015,Death,12,20,0,1,60.0,5.0
Anureet Singh,2015,Middle,6,11,0,0,54.55,0.0
Anureet Singh,2017,Death,14,11,2,0,127.27,18.18
Anureet Singh,2017,Middle,1,1,0,0,100.0,0.0
Anureet Singh,2018,Death,3,4,0,0,75.0,0.0
Arjun Tendulkar,2023,Death,13,9,0,1,144.44,11.11
Arjun Tendulkar,2026,Death,5,5,0,0,100.0,0.0
Arshad Khan,2023,Death,16,11,0,1,145.45,9.09
Arshad Khan,2023,Middle,2,4,0,0,50.0,0.0
Arshad Khan,2024,Death,46,26,3,3,176.92,23.08
Arshad Khan,2024,Middle,32,24,2,2,133.33,16.67
Arshad Khan,2025,Death,15,12,0,2,125.0,16.67
Arshad Khan,2025,Middle,8,7,0,1,114.29,14.29
Arshad Khan,2026,Death,8,5,1,0,160.0,20.0
Arshad Khan,2026,Middle,15,6,0,2,250.0,33.33
Arshad Khan (2),2024,Death,5,4,1,0,125.0,25.0
Arshdeep Singh,2020,Death,0,3,0,0,0.0,0.0
Arshdeep Singh,2021,Death,2,3,0,0,66.67,0.0
Arshdeep Singh,2022,Death,17,23,2,0,73.91,8.7
Arshdeep Singh,2022,Middle,4,6,1,0,66.67,16.67
Arshdeep Singh,2023,Death,2,2,0,0,100.0,0.0
Arshdeep Singh,2024,Death,4,3,1,0,133.33,33.33
Arshdeep Singh,2025,Death,1,5,0,0,20.0,0.0
Arshdeep Singh,2025,Middle,1,1,0,0,100.0,0.0
Arshdeep Singh,2026,Death,1,1,0,0,100.0,0.0
Ashok Sharma,2026,Death,0,1,0,0,0.0,0.0
Ashok Sharma,2026,Middle,1,3,0,0,33.33,0.0
Ashutosh Sharma,2024,Death,112,58,8,7,193.1,25.86
Ashutosh Sharma,2024,Middle,71,52,2,7,136.54,17.31
Ashutosh Sharma,2025,Death,114,61,9,8,186.89,27.87
Ashutosh Sharma,2025,Middle,89,65,5,5,136.92,15.38
Ashutosh Sharma,2026,Death,134,59,12,10,227.12,37.29
Ashutosh Sharma,2026,Middle,37,33,3,2,112.12,15.15
Ashwani Kumar,2026,Death,1,6,0,0,16.67,0.0
Atharva Taide,2023,Middle,84,64,8,1,131.25,14.06
Atharva Taide,2023,Powerplay,102,65,12,5,156.92,26.15
Atharva Taide,2024,Middle,19,10,2,1,190.0,30.0
Atharva Taide,2024,Powerplay,42,29,5,1,144.83,20.69
Atharva Taide,2025,Powerplay,13,9,3,0,144.44,33.33
Auqib Nabi,2026,Death,6,1,0,1,600.0,100.0
Auqib Nabi,2026,Middle,4,2,1,0,200.0,50.0
Avesh Khan,2019,Death,4,3,1,0,133.33,33.33
Avesh Khan,2021,Death,5,3,1,0,166.67,33.33
Avesh Khan,2022,Death,10,9,0,1,111.11,11.11
Avesh Khan,2022,Middle,12,4,0,2,300.0,50.0
Avesh Khan,2023,Death,0,1,0,0,0.0,0.0
Avesh Khan,2024,Death,10,5,1,0,200.0,20.0
Avesh Khan,2025,Death,21,11,3,1,190.91,36.36
Avesh Khan,2025,Middle,0,1,0,0,0.0,0.0
Avesh Khan,2026,Death,6,6,1,0,100.0,16.67
Azhar Mahmood,2012,Death,63,34,6,4,185.29,29.41
Azhar Mahmood,2012,Middle,116,104,10,3,111.54,12.5
Azhar Mahmood,2012,Powerplay,7,4,0,1,175.0,25.0
Azhar Mahmood,2013,Death,31,26,4,1,119.23,19.23
Azhar Mahmood,2013,Middle,150,108,15,4,138.89,17.59
Azhar Mahmood,2013,Powerplay,15,20,3,0,75.0,15.0
Azhar Mahmood,2015,Death,2,3,0,0,66.67,0.0
Azhar Mahmood,2015,Middle,4,4,1,0,100.0,25.0
Azmatullah Omarzai,2024,Middle,42,33,2,2,127.27,12.12
Azmatullah Omarzai,2025,Death,23,14,3,1,164.29,28.57
Azmatullah Omarzai,2025,Middle,34,27,3,2,125.93,18.52
Azmatullah Omarzai,2026,Death,38,17,2,4,223.53,35.29
Azmatullah Omarzai,2026,Middle,14,10,1,1,140.0,20.0
B Akhil,2008,Death,41,24,3,3,170.83,25.0
B Akhil,2008,Middle,5,7,1,0,71.43,14.29
B Akhil,2009,Death,8,6,0,1,133.33,16.67
B Akhil,2009,Middle,9,9,1,0,100.0,11.11
B Akhil,2011,Middle,13,9,0,1,144.44,11.11
B Chipli,2008,Powerplay,20,28,3,0,71.43,10.71
B Chipli,2011,Death,61,36,8,0,169.44,22.22
B Chipli,2011,Middle,126,106,10,4,118.87,13.21
B Chipli,2011,Powerplay,20,28,3,0,71.43,10.71
B Chipli,2012,Death,17,8,2,1,212.5,37.5
B Chipli,2012,Middle,19,21,1,1,90.48,9.52
B Chipli,2012,Powerplay,1,6,0,0,16.67,0.0
B Chipli,2013,Middle,2,4,0,0,50.0,0.0
B Chipli,2013,Powerplay,14,13,1,1,107.69,15.38
B Indrajith,2022,Middle,2,3,0,0,66.67,0.0
B Indrajith,2022,Powerplay,19,27,2,0,70.37,7.41
B Kumar,2011,Death,1,1,0,0,100.0,0.0
B Kumar,2012,Death,35,32,4,0,109.38,12.5
B Kumar,2012,Middle,5,8,0,0,62.5,0.0
B Kumar,2013,Death,50,60,3,1,83.33,6.67
B Kumar,2013,Middle,2,11,0,0,18.18,0.0
B Kumar,2014,Death,1,4,0,0,25.0,0.0
B Kumar,2015,Death,17,9,2,1,188.89,33.33
B Kumar,2015,Middle,0,1,0,0,0.0,0.0
B Kumar,2016,Death,43,27,6,1,159.26,25.93
B Kumar,2017,Death,4,4,0,0,100.0,0.0
B Kumar,2018,Death,11,13,1,0,84.62,7.69
B Kumar,2018,Middle,2,3,0,0,66.67,0.0
B Kumar,2019,Death,12,18,1,0,66.67,5.56
B Kumar,2019,Middle,0,1,0,0,0.0,0.0
B Kumar,2020,Death,0,2,0,0,0.0,0.0
B Kumar,2021,Death,34,30,3,0,113.33,10.0
B Kumar,2022,Death,24,24,3,0,100.0,12.5
B Kumar,2022,Middle,0,1,0,0,0.0,0.0
B Kumar,2023,Death,21,23,2,0,91.3,8.7
B Kumar,2023,Middle,21,24,2,0,87.5,8.33
B Kumar,2024,Death,10,12,0,0,83.33,0.0
B Kumar,2024,Middle,13,17,3,0,76.47,17.65
B Kumar,2025,Death,6,12,0,0,50.0,0.0
B Kumar,2025,Middle,8,13,1,0,61.54,7.69
B Kumar,2026,Death,30,20,3,1,150.0,20.0
B Kumar,2026,Middle,4,6,0,0,66.67,0.0
B Laughlin,2013,Death,0,1,0,0,0.0,0.0
B Laughlin,2013,Middle,4,8,0,0,50.0,0.0
B Laughlin,2018,Death,1,4,0,0,25.0,0.0
B Lee,2008,Death,17,12,2,1,141.67,25.0
B Lee,2009,Death,24,26,2,1,92.31,11.54
B Lee,2009,Middle,4,8,0,0,50.0,0.0
B Lee,2010,Death,11,9,1,0,122.22,11.11
B Lee,2011,Death,5,9,0,0,55.56,0.0
B Lee,2012,Death,31,12,2,3,258.33,41.67
B Lee,2012,Middle,11,8,0,1,137.5,12.5
B Lee,2013,Death,16,6,0,2,266.67,33.33
B Lee,2013,Middle,5,6,1,0,83.33,16.67
B Sai Sudharsan,2022,Death,13,8,0,1,162.5,12.5
B Sai Sudharsan,2022,Middle,100,79,9,2,126.58,13.92
B Sai Sudharsan,2022,Powerplay,28,26,4,0,107.69,15.38
B Sai Sudharsan,2023,Death,67,31,6,4,216.13,32.26
B Sai Sudharsan,2023,Middle,209,156,15,6,133.97,13.46
B Sai Sudharsan,2023,Powerplay,79,66,12,1,119.7,19.7
B Sai Sudharsan,2024,Death,32,15,3,2,213.33,33.33
B Sai Sudharsan,2024,Middle,330,215,29,11,153.49,18.6
B Sai Sudharsan,2024,Powerplay,160,139,16,4,115.11,14.39
B Sai Sudharsan,2025,Death,44,21,2,4,209.52,28.57
B Sai Sudharsan,2025,Middle,313,207,32,7,151.21,18.84
B Sai Sudharsan,2025,Powerplay,402,258,54,10,155.81,24.81
B Sai Sudharsan,2026,Death,45,23,2,4,195.65,26.09
B Sai Sudharsan,2026,Middle,328,189,23,17,173.54,21.16
B Sai Sudharsan,2026,Powerplay,346,242,50,9,142.98,24.38
B Stanlake,2018,Death,5,2,1,0,250.0,50.0
B Sumanth,2010,Death,23,21,2,0,109.52,9.52
B Sumanth,2010,Middle,12,16,1,0,75.0,6.25
BA Bhatt,2011,Death,0,5,0,0,0.0,0.0
BA Bhatt,2012,Death,6,2,0,1,300.0,50.0
BA Stokes,2017,Death,36,25,2,2,144.0,16.0
BA Stokes,2017,Middle,253,174,17,12,145.4,16.67
BA Stokes,2017,Powerplay,27,22,3,1,122.73,18.18
BA Stokes,2018,Death,5,6,0,0,83.33,0.0
BA Stokes,2018,Middle,155,123,11,4,126.02,12.2
BA Stokes,2018,Powerplay,35,31,2,2,112.9,12.9
BA Stokes,2019,Death,59,40,4,3,147.5,17.5
BA Stokes,2019,Middle,64,57,4,1,112.28,8.77
BA Stokes,2020,Death,21,10,2,1,210.0,30.0
BA Stokes,2020,Middle,87,66,8,2,131.82,15.15
BA Stokes,2020,Powerplay,177,124,26,4,142.74,24.19
BA Stokes,2021,Powerplay,0,3,0,0,0.0,0.0
BA Stokes,2023,Death,6,4,1,0,150.0,25.0
BA Stokes,2023,Middle,8,9,1,0,88.89,11.11
BA Stokes,2023,Powerplay,1,1,0,0,100.0,0.0
BAW Mendis,2009,Middle,0,1,0,0,0.0,0.0
BAW Mendis,2010,Death,1,1,0,0,100.0,0.0
BAW Mendis,2013,Death,2,4,0,0,50.0,0.0
BB McCullum,2008,Death,56,18,2,6,311.11,44.44
BB McCullum,2008,Middle,61,35,3,4,174.29,20.0
BB McCullum,2008,Powerplay,71,38,8,5,186.84,34.21
BB McCullum,2009,Death,43,23,4,2,186.96,26.09
BB McCullum,2009,Middle,76,78,6,1,97.44,8.97
BB McCullum,2009,Powerplay,159,135,15,9,117.78,17.78
BB McCullum,2010,Death,7,5,1,0,140.0,20.0
BB McCullum,2010,Middle,82,70,9,2,117.14,15.71
BB McCullum,2010,Powerplay,25,34,4,0,73.53,11.76
BB McCullum,2011,Death,13,6,2,0,216.67,33.33
BB McCullum,2011,Middle,110,90,6,5,122.22,12.22
BB McCullum,2011,Powerplay,228,176,27,10,129.55,21.02
BB McCullum,2012,Death,0,1,0,0,0.0,0.0
BB McCullum,2012,Middle,155,123,18,2,126.02,16.26
BB McCullum,2012,Powerplay,134,159,19,1,84.28,12.58
BB McCullum,2013,Powerplay,6,7,1,0,85.71,14.29
BB McCullum,2014,Death,10,8,1,0,125.0,12.5
BB McCullum,2014,Middle,188,166,10,9,113.25,11.45
BB McCullum,2014,Powerplay,207,159,21,10,130.19,19.5
BB McCullum,2015,Death,25,12,2,2,208.33,33.33
BB McCullum,2015,Middle,158,97,13,10,162.89,23.71
BB McCullum,2015,Powerplay,248,167,35,11,148.5,27.54
BB McCullum,2016,Middle,124,96,12,4,129.17,16.67
BB McCullum,2016,Powerplay,230,166,26,12,138.55,22.89
BB McCullum,2017,Middle,136,86,10,9,158.14,22.09
BB McCullum,2017,Powerplay,184,134,19,9,137.31,20.9
BB McCullum,2018,Middle,66,45,8,3,146.67,24.44
BB McCullum,2018,Powerplay,55,42,8,2,130.95,23.81
BB Samantray,2012,Death,2,2,0,0,100.0,0.0
BB Samantray,2013,Death,29,22,4,0,131.82,18.18
BB Samantray,2013,Middle,79,68,7,2,116.18,13.24
BB Samantray,2013,Powerplay,15,21,2,0,71.43,9.52
BB Sran,2016,Death,3,3,0,0,100.0,0.0
BB Sran,2018,Death,2,6,0,0,33.33,0.0
BB Sran,2018,Middle,1,1,0,0,100.0,0.0
BB Sran,2019,Death,3,3,0,0,100.0,0.0
BCJ Cutting,2014,Death,8,6,0,1,133.33,16.67
BCJ Cutting,2016,Death,57,27,3,6,211.11,33.33
BCJ Cutting,2016,Middle,8,7,1,0,114.29,14.29
BCJ Cutting,2017,Death,39,17,3,3,229.41,35.29
BCJ Cutting,2017,Middle,12,9,2,0,133.33,22.22
BCJ Cutting,2018,Death,90,48,5,8,187.5,27.08
BCJ Cutting,2018,Middle,6,10,0,0,60.0,0.0
BCJ Cutting,2019,Death,14,11,1,1,127.27,18.18
BCJ Cutting,2019,Middle,4,6,0,0,66.67,0.0
BE Hendricks,2014,Death,0,1,0,0,0.0,0.0
BE Hendricks,2015,Death,1,2,0,0,50.0,0.0
BJ Haddin,2011,Powerplay,18,11,2,1,163.64,27.27
BJ Hodge,2008,Powerplay,12,17,2,0,70.59,11.76
BJ Hodge,2009,Death,75,40,9,2,187.5,27.5
BJ Hodge,2009,Middle,238,199,19,6,119.6,12.56
BJ Hodge,2009,Powerplay,52,70,6,1,74.29,10.0
BJ Hodge,2010,Middle,55,49,6,0,112.24,12.24
BJ Hodge,2010,Powerplay,44,41,5,1,107.32,14.63
BJ Hodge,2011,Death,81,41,7,4,197.56,26.83
BJ Hodge,2011,Middle,164,159,14,3,103.14,10.69
BJ Hodge,2011,Powerplay,40,34,5,2,117.65,20.59
BJ Hodge,2012,Death,121,73,11,6,165.75,23.29
BJ Hodge,2012,Middle,124,100,7,3,124.0,10.0
BJ Hodge,2013,Death,146,97,11,6,150.52,17.53
BJ Hodge,2013,Middle,146,120,16,3,121.67,15.83
BJ Hodge,2014,Death,70,40,4,5,175.0,22.5
BJ Hodge,2014,Middle,31,32,0,1,96.88,3.12
BJ Rohrer,2013,Death,73,30,6,5,243.33,36.67
BJ Rohrer,2013,Middle,120,110,15,0,109.09,13.64
BJ Rohrer,2013,Powerplay,0,1,0,0,0.0,0.0
BKG Mendis,2025,Middle,0,1,0,0,0.0,0.0
BKG Mendis,2025,Powerplay,20,9,1,2,222.22,33.33
BMAJ Mendis,2013,Middle,22,25,0,0,88.0,0.0
BMAJ Mendis,2013,Powerplay,1,2,0,0,50.0,0.0
BR Dunk,2014,Powerplay,40,35,7,0,114.29,20.0
BR Sharath,2024,Middle,2,5,0,0,40.0,0.0
Basil Thampi,2017,Death,28,28,1,1,100.0,7.14
Basil Thampi,2018,Middle,3,6,0,0,50.0,0.0
Basil Thampi,2019,Death,1,1,0,0,100.0,0.0
Bipul Sharma,2010,Death,9,7,1,0,128.57,14.29
Bipul Sharma,2011,Death,18,16,0,0,112.5,0.0
