Bowler,Opponent,runs_conceded,balls_bowled,overs,economy,wickets
Arjun Tendulkar,Punjab Kings,75,42,7.0,10.71,2
Arjun Tendulkar,Sunrisers Hyderabad,15,17,2.8333333333333335,5.29,1
Arshad Khan,Chennai Super Kings,163,71,11.833333333333334,13.77,2
Arshad Khan,Delhi Capitals,134,79,13.166666666666666,10.18,3
Arshad Khan,Kolkata Knight Riders,22,6,1.0,22.0,0
Arshad Khan,Lucknow Super Giants,44,30,5.0,8.8,1
Arshad Khan,Mumbai Indians,26,30,5.0,5.2,1
Arshad Khan,Punjab Kings,94,48,8.0,11.75,1
Arshad Khan,Rajasthan Royals,53,30,5.0,10.6,4
Arshad Khan,Royal Challengers Bengaluru,93,70,11.666666666666666,7.97,6
Arshad Khan (2),Kolkata Knight Riders,22,12,2.0,11.0,0
Arshdeep Singh,Chennai Super Kings,293,212,35.333333333333336,8.29,11
Arshdeep Singh,Delhi Capitals,280,198,33.0,8.48,9
Arshdeep Singh,Gujarat Titans,235,181,30.166666666666668,7.79,7
Arshdeep Singh,Kolkata Knight Riders,272,202,33.666666666666664,8.08,11
Arshdeep Singh,Lucknow Super Giants,268,174,29.0,9.24,11
Arshdeep Singh,Mumbai Indians,361,245,40.833333333333336,8.84,13
Arshdeep Singh,Rajasthan Royals,479,281,46.833333333333336,10.23,19
Arshdeep Singh,Royal Challengers Bengaluru,365,236,39.333333333333336,9.28,12
Arshdeep Singh,Sunrisers Hyderabad,400,303,50.5,7.92,18
Ashok Sharma,Delhi Capitals,43,18,3.0,14.33,0
Ashok Sharma,Kolkata Knight Riders,42,24,4.0,10.5,2
Ashok Sharma,Lucknow Super Giants,30,24,4.0,7.5,2
Ashok Sharma,Mumbai Indians,38,18,3.0,12.67,0
Ashok Sharma,Punjab Kings,29,18,3.0,9.67,1
Ashok Sharma,Rajasthan Royals,35,24,4.0,8.75,1
Ashwani Kumar,Chennai Super Kings,78,36,6.0,13.0,3
Ashwani Kumar,Gujarat Titans,77,69,11.5,6.7,7
Ashwani Kumar,Kolkata Knight Riders,22,18,3.0,7.33,4
Ashwani Kumar,Lucknow Super Giants,37,18,3.0,12.33,1
Ashwani Kumar,Punjab Kings,67,30,5.0,13.4,2
Ashwani Kumar,Sunrisers Hyderabad,40,12,2.0,20.0,0
Atharva Taide,Sunrisers Hyderabad,4,1,0.16666666666666666,24.0,0
Auqib Nabi,Chennai Super Kings,16,12,2.0,8.0,0
Auqib Nabi,Kolkata Knight Riders,23,12,2.0,11.5,0
Auqib Nabi,Punjab Kings,59,36,6.0,9.83,0
Auqib Nabi,Royal Challengers Bengaluru,35,18,3.0,11.67,0
Avesh Khan,Chennai Super Kings,351,231,38.5,9.12,10
Avesh Khan,Delhi Capitals,149,96,16.0,9.31,3
Avesh Khan,Delhi Daredevils,23,24,4.0,5.75,1
Avesh Khan,Gujarat Titans,265,171,28.5,9.3,8
Avesh Khan,Kings XI Punjab,65,42,7.0,9.29,2
Avesh Khan,Kolkata Knight Riders,283,204,34.0,8.32,14
Avesh Khan,Lucknow Super Giants,53,42,7.0,7.57,1
Avesh Khan,Mumbai Indians,268,178,29.666666666666668,9.03,13
Avesh Khan,Punjab Kings,337,203,33.833333333333336,9.96,6
Avesh Khan,Rajasthan Royals,208,150,25.0,8.32,12
Avesh Khan,Royal Challengers Bengaluru,318,210,35.0,9.09,8
Avesh Khan,Sunrisers Hyderabad,317,216,36.0,8.81,16
Azhar Mahmood,Chennai Super Kings,86,72,12.0,7.17,5
Azhar Mahmood,Deccan Chargers,59,48,8.0,7.38,2
Azhar Mahmood,Delhi Daredevils,95,68,11.333333333333334,8.38,2
Azhar Mahmood,Kolkata Knight Riders,55,48,8.0,6.88,6
Azhar Mahmood,Mumbai Indians,117,95,15.833333333333334,7.39,4
Azhar Mahmood,Pune Warriors,61,48,8.0,7.62,4
Azhar Mahmood,Rajasthan Royals,94,66,11.0,8.55,0
Azhar Mahmood,Royal Challengers Bengaluru,71,69,11.5,6.17,5
Azhar Mahmood,Sunrisers Hyderabad,35,23,3.8333333333333335,9.13,1
Azmatullah Omarzai,Chennai Super Kings,65,42,7.0,9.29,1
Azmatullah Omarzai,Delhi Capitals,79,48,8.0,9.88,0
Azmatullah Omarzai,Gujarat Titans,29,12,2.0,14.5,0
Azmatullah Omarzai,Lucknow Super Giants,58,42,7.0,8.29,3
Azmatullah Omarzai,Mumbai Indians,102,66,11.0,9.27,6
Azmatullah Omarzai,Punjab Kings,53,36,6.0,8.83,1
Azmatullah Omarzai,Rajasthan Royals,44,24,4.0,11.0,2
Azmatullah Omarzai,Royal Challengers Bengaluru,98,66,11.0,8.91,1
Azmatullah Omarzai,Sunrisers Hyderabad,23,18,3.0,7.67,1
B Akhil,Chennai Super Kings,40,36,6.0,6.67,0
B Akhil,Deccan Chargers,62,48,8.0,7.75,2
B Akhil,Delhi Daredevils,69,50,8.333333333333334,8.28,1
B Akhil,Kolkata Knight Riders,30,18,3.0,10.0,1
B Akhil,Mumbai Indians,34,36,6.0,5.67,2
B Chipli,Delhi Daredevils,20,6,1.0,20.0,0
B Geeves,Mumbai Indians,49,24,4.0,12.25,1
B Geeves,Rajasthan Royals,41,24,4.0,10.25,0
B Kumar,Chennai Super Kings,608,512,85.33333333333333,7.12,17
B Kumar,Deccan Chargers,90,78,13.0,6.92,2
B Kumar,Delhi Capitals,336,300,50.0,6.72,24
B Kumar,Delhi Daredevils,349,288,48.0,7.27,5
B Kumar,Gujarat Lions,125,116,19.333333333333332,6.47,12
B Kumar,Gujarat Titans,252,216,36.0,7.0,16
B Kumar,Kings XI Punjab,369,316,52.666666666666664,7.01,21
B Kumar,Kolkata Knight Riders,863,678,113.0,7.64,33
B Kumar,Lucknow Super Giants,186,156,26.0,7.15,7
B Kumar,Mumbai Indians,572,498,83.0,6.89,27
B Kumar,Punjab Kings,332,252,42.0,7.9,15
B Kumar,Rajasthan Royals,685,483,80.5,8.51,20
B Kumar,Rising Pune Supergiants,108,90,15.0,7.2,3
B Kumar,Royal Challengers Bengaluru,662,497,82.83333333333333,7.99,18
B Kumar,Sunrisers Hyderabad,153,120,20.0,7.65,6
B Laughlin,Chennai Super Kings,35,24,4.0,8.75,2
B Laughlin,Delhi Daredevils,20,12,2.0,10.0,2
B Laughlin,Kolkata Knight Riders,69,41,6.833333333333333,10.1,2
B Laughlin,Mumbai Indians,68,42,7.0,9.71,1
B Laughlin,Royal Challengers Bengaluru,60,36,6.0,10.0,3
B Laughlin,Sunrisers Hyderabad,18,13,2.1666666666666665,8.31,0
B Lee,Chennai Super Kings,129,120,20.0,6.45,2
B Lee,Deccan Chargers,90,96,16.0,5.62,3
B Lee,Delhi Daredevils,184,156,26.0,7.08,8
B Lee,Kings XI Punjab,51,48,8.0,6.38,2
B Lee,Kochi Tuskers Kerala,73,48,8.0,9.12,1
B Lee,Kolkata Knight Riders,36,24,4.0,9.0,0
B Lee,Mumbai Indians,199,159,26.5,7.51,3
B Lee,Pune Warriors,28,24,4.0,7.0,0
B Lee,Rajasthan Royals,112,110,18.333333333333332,6.11,5
B Lee,Royal Challengers Bengaluru,127,90,15.0,8.47,1
B Muzarabani,Mumbai Indians,34,18,3.0,11.33,0
B Muzarabani,Sunrisers Hyderabad,39,24,4.0,9.75,4
B Stanlake,Chennai Super Kings,36,24,4.0,9.0,0
B Stanlake,Delhi Daredevils,28,24,4.0,7.0,2
B Stanlake,Kings XI Punjab,40,24,4.0,10.0,0
B Stanlake,Kolkata Knight Riders,21,24,4.0,5.25,2
B Stanlake,Mumbai Indians,41,24,4.0,10.25,2
B Stanlake,Rajasthan Royals,28,24,4.0,7.0,1
BA Bhatt,Chennai Super Kings,47,30,5.0,9.4,0
BA Bhatt,Deccan Chargers,33,18,3.0,11.0,0
BA Bhatt,Delhi Daredevils,11,12,2.0,5.5,1
BA Bhatt,Kochi Tuskers Kerala,33,24,4.0,8.25,0
BA Bhatt,Kolkata Knight Riders,98,87,14.5,6.76,4
BA Bhatt,Mumbai Indians,112,83,13.833333333333334,8.1,4
BA Bhatt,Pune Warriors,34,24,4.0,8.5,1
BA Bhatt,Rajasthan Royals,20,18,3.0,6.67,2
BA Stokes,Chennai Super Kings,160,96,16.0,10.0,3
BA Stokes,Delhi Capitals,20,12,2.0,10.0,0
BA Stokes,Delhi Daredevils,95,66,11.0,8.64,2
BA Stokes,Gujarat Lions,53,42,7.0,7.57,0
BA Stokes,Kings XI Punjab,149,120,20.0,7.45,6
BA Stokes,Kolkata Knight Riders,104,89,14.833333333333334,7.01,4
BA Stokes,Lucknow Super Giants,18,6,1.0,18.0,0
BA Stokes,Mumbai Indians,109,90,15.0,7.27,5
BA Stokes,Punjab Kings,12,6,1.0,12.0,0
BA Stokes,Royal Challengers Bengaluru,76,60,10.0,7.6,4
BA Stokes,Sunrisers Hyderabad,157,102,17.0,9.24,4
BAW Mendis,Chennai Super Kings,38,24,4.0,9.5,0
BAW Mendis,Delhi Daredevils,21,24,4.0,5.25,2
BAW Mendis,Kings XI Punjab,62,48,8.0,7.75,2
BAW Mendis,Mumbai Indians,54,48,8.0,6.75,1
BAW Mendis,Rajasthan Royals,36,28,4.666666666666667,7.71,2
BAW Mendis,Royal Challengers Bengaluru,84,72,12.0,7.0,1
BB Sran,Chennai Super Kings,31,24,4.0,7.75,0
BB Sran,Delhi Daredevils,96,60,10.0,9.6,3
BB Sran,Gujarat Lions,82,60,10.0,8.2,2
BB Sran,Kings XI Punjab,61,36,6.0,10.17,0
BB Sran,Kolkata Knight Riders,240,138,23.0,10.43,5
BB Sran,Mumbai Indians,41,45,7.5,5.47,5
BB Sran,Rising Pune Supergiants,26,24,4.0,6.5,1
BB Sran,Royal Challengers Bengaluru,74,42,7.0,10.57,2
BB Sran,Sunrisers Hyderabad,63,54,9.0,7.0,0
BCJ Cutting,Chennai Super Kings,13,6,1.0,13.0,0
BCJ Cutting,Delhi Capitals,27,12,2.0,13.5,1
BCJ Cutting,Delhi Daredevils,66,48,8.0,8.25,1
BCJ Cutting,Gujarat Lions,49,36,6.0,8.17,2
BCJ Cutting,Kings XI Punjab,54,31,5.166666666666667,10.45,1
BCJ Cutting,Kolkata Knight Riders,89,66,11.0,8.09,3
BCJ Cutting,Mumbai Indians,18,12,2.0,9.0,0
BCJ Cutting,Royal Challengers Bengaluru,67,46,7.666666666666667,8.74,2
BCJ Cutting,Sunrisers Hyderabad,39,24,4.0,9.75,0
BE Hendricks,Chennai Super Kings,24,18,3.0,8.0,1
BE Hendricks,Delhi Daredevils,36,24,4.0,9.0,3
BE Hendricks,Kolkata Knight Riders,35,24,4.0,8.75,1
BE Hendricks,Mumbai Indians,26,24,4.0,6.5,1
BE Hendricks,Rajasthan Royals,57,24,4.0,14.25,0
BE Hendricks,Royal Challengers Bengaluru,9,12,2.0,4.5,1
BE Hendricks,Sunrisers Hyderabad,36,24,4.0,9.0,2
BJ Dwarshuis,Delhi Capitals,46,24,4.0,11.5,1
BJ Hodge,Chennai Super Kings,40,36,6.0,6.67,2
BJ Hodge,Deccan Chargers,50,36,6.0,8.33,3
BJ Hodge,Delhi Daredevils,13,18,3.0,4.33,0
BJ Hodge,Kings XI Punjab,46,30,5.0,9.2,1
BJ Hodge,Mumbai Indians,42,30,5.0,8.4,2
BJ Hodge,Pune Warriors,13,12,2.0,6.5,2
BJ Hodge,Rajasthan Royals,47,36,6.0,7.83,4
BJ Hodge,Royal Challengers Bengaluru,40,30,5.0,8.0,3
BJ Hodge,Sunrisers Hyderabad,3,6,1.0,3.0,0
BJ Rohrer,Rajasthan Royals,11,6,1.0,11.0,0
BMAJ Mendis,Mumbai Indians,20,12,2.0,10.0,0
BMAJ Mendis,Sunrisers Hyderabad,16,18,3.0,5.33,1
BW Hilfenhaus,Deccan Chargers,31,24,4.0,7.75,1
BW Hilfenhaus,Delhi Daredevils,82,78,13.0,6.31,6
BW Hilfenhaus,Kings XI Punjab,54,48,8.0,6.75,2
BW Hilfenhaus,Kolkata Knight Riders,108,78,13.0,8.31,3
BW Hilfenhaus,Mumbai Indians,113,72,12.0,9.42,5
BW Hilfenhaus,Rajasthan Royals,39,48,8.0,4.88,3
BW Hilfenhaus,Sunrisers Hyderabad,31,24,4.0,7.75,2
Basil Thampi,Delhi Capitals,73,48,8.0,9.12,3
Basil Thampi,Delhi Daredevils,79,46,7.666666666666667,10.3,2
Basil Thampi,Kings XI Punjab,105,62,10.333333333333334,10.16,3
Basil Thampi,Kolkata Knight Riders,105,66,11.0,9.55,2
Basil Thampi,Mumbai Indians,105,83,13.833333333333334,7.59,5
Basil Thampi,Punjab Kings,45,24,4.0,11.25,2
Basil Thampi,Rajasthan Royals,52,18,3.0,17.33,1
Basil Thampi,Rising Pune Supergiants,55,42,7.0,7.86,2
Basil Thampi,Royal Challengers Bengaluru,190,120,20.0,9.5,2
Basil Thampi,Sunrisers Hyderabad,19,12,2.0,9.5,0
Bipul Sharma,Chennai Super Kings,11,6,1.0,11.0,0
Bipul Sharma,Deccan Chargers,19,12,2.0,9.5,1
Bipul Sharma,Gujarat Lions,55,54,9.0,6.11,2
Bipul Sharma,Kings XI Punjab,13,12,2.0,6.5,2
Bipul Sharma,Kochi Tuskers Kerala,31,24,4.0,7.75,2
Bipul Sharma,Kolkata Knight Riders,90,74,12.333333333333334,7.3,1
Bipul Sharma,Mumbai Indians,73,60,10.0,7.3,2
Bipul Sharma,Pune Warriors,40,16,2.6666666666666665,15.0,0
Bipul Sharma,Rajasthan Royals,55,54,9.0,6.11,1
Bipul Sharma,Rising Pune Supergiants,86,54,9.0,9.56,2
Bipul Sharma,Royal Challengers Bengaluru,84,60,10.0,8.4,4
Brijesh Sharma,Chennai Super Kings,15,18,3.0,5.0,1
Brijesh Sharma,Delhi Capitals,73,43,7.166666666666667,10.19,2
Brijesh Sharma,Gujarat Titans,86,46,7.666666666666667,11.22,3
Brijesh Sharma,Kolkata Knight Riders,20,10,1.6666666666666665,12.0,0
Brijesh Sharma,Lucknow Super Giants,54,42,7.0,7.71,2
Brijesh Sharma,Mumbai Indians,24,24,4.0,6.0,2
Brijesh Sharma,Punjab Kings,41,24,4.0,10.25,0
Brijesh Sharma,Royal Challengers Bengaluru,37,24,4.0,9.25,2
Brijesh Sharma,Sunrisers Hyderabad,69,42,7.0,9.86,2
C Bosch,Delhi Capitals,38,19,3.1666666666666665,12.0,1
C Bosch,Kolkata Knight Riders,29,18,3.0,9.67,3
C Bosch,Lucknow Super Giants,40,36,6.0,6.67,3
C Bosch,Punjab Kings,42,24,4.0,10.5,1
C Bosch,Rajasthan Royals,66,42,7.0,9.43,1
C Bosch,Royal Challengers Bengaluru,26,24,4.0,6.5,4
C Ganapathy,Royal Challengers Bengaluru,13,6,1.0,13.0,0
C Green,Chennai Super Kings,96,66,11.0,8.73,3
C Green,Delhi Capitals,79,60,10.0,7.9,2
C Green,Gujarat Titans,181,96,16.0,11.31,2
C Green,Kolkata Knight Riders,54,42,7.0,7.71,3
C Green,Lucknow Super Giants,94,66,11.0,8.55,2
C Green,Mumbai Indians,23,18,3.0,7.67,2
C Green,Punjab Kings,90,54,9.0,10.0,2
C Green,Rajasthan Royals,101,73,12.166666666666666,8.3,1
C Green,Royal Challengers Bengaluru,66,36,6.0,11.0,2
C Green,Sunrisers Hyderabad,74,60,10.0,7.4,4
C Munro,Delhi Daredevils,7,6,1.0,7.0,0
C Munro,Sunrisers Hyderabad,8,6,1.0,8.0,0
C Nanda,Chennai Super Kings,19,18,3.0,6.33,0
C Nanda,Rajasthan Royals,4,6,1.0,4.0,1
C Nanda,Royal Challengers Bengaluru,32,24,4.0,8.0,1
C Sakariya,Chennai Super Kings,92,72,12.0,7.67,5
C Sakariya,Delhi Capitals,65,48,8.0,8.12,2
C Sakariya,Kolkata Knight Riders,65,66,11.0,5.91,3
C Sakariya,Lucknow Super Giants,91,48,8.0,11.38,2
C Sakariya,Mumbai Indians,50,36,6.0,8.33,1
C Sakariya,Punjab Kings,94,60,10.0,9.4,4
C Sakariya,Rajasthan Royals,20,24,4.0,5.0,2
C Sakariya,Royal Challengers Bengaluru,51,42,7.0,7.29,0
C Sakariya,Sunrisers Hyderabad,64,48,8.0,8.0,1
C de Grandhomme,Chennai Super Kings,16,24,4.0,4.0,1
C de Grandhomme,Delhi Daredevils,39,18,3.0,13.0,0
C de Grandhomme,Kings XI Punjab,48,48,8.0,6.0,2
C de Grandhomme,Mumbai Indians,63,48,8.0,7.88,0
C de Grandhomme,Rajasthan Royals,20,12,2.0,10.0,0
C de Grandhomme,Rising Pune Supergiants,21,14,2.3333333333333335,9.0,0
C de Grandhomme,Royal Challengers Bengaluru,19,22,3.6666666666666665,5.18,3
C de Grandhomme,Sunrisers Hyderabad,69,30,5.0,13.8,0
CH Gayle,Chennai Super Kings,109,89,14.833333333333334,7.35,3
CH Gayle,Deccan Chargers,29,18,3.0,9.67,1
CH Gayle,Delhi Daredevils,89,66,11.0,8.09,3
CH Gayle,Gujarat Lions,2,12,2.0,1.0,0
CH Gayle,Kings XI Punjab,166,120,20.0,8.3,4
CH Gayle,Kochi Tuskers Kerala,21,24,4.0,5.25,1
CH Gayle,Kolkata Knight Riders,18,18,3.0,6.0,0
CH Gayle,Mumbai Indians,121,94,15.666666666666666,7.72,1
CH Gayle,Pune Warriors,18,24,4.0,4.5,4
CH Gayle,Rajasthan Royals,53,48,8.0,6.62,1
CH Gayle,Royal Challengers Bengaluru,31,23,3.8333333333333335,8.09,0
CH Gayle,Sunrisers Hyderabad,21,18,3.0,7.0,0
CH Morris,Chennai Super Kings,161,142,23.666666666666668,6.8,11
CH Morris,Delhi Capitals,44,30,5.0,8.8,1
CH Morris,Delhi Daredevils,45,36,6.0,7.5,3
CH Morris,Gujarat Lions,65,48,8.0,8.12,3
CH Morris,Kings XI Punjab,275,246,41.0,6.71,14
CH Morris,Kolkata Knight Riders,358,312,52.0,6.88,20
CH Morris,Mumbai Indians,293,222,37.0,7.92,9
CH Morris,Pune Warriors,44,42,7.0,6.29,3
CH Morris,Punjab Kings,81,48,8.0,10.12,2
CH Morris,Rajasthan Royals,163,108,18.0,9.06,6
CH Morris,Rising Pune Supergiants,28,24,4.0,7.0,2
CH Morris,Royal Challengers Bengaluru,356,234,39.0,9.13,10
CH Morris,Sunrisers Hyderabad,297,234,39.0,7.62,12
CJ Anderson,Chennai Super Kings,124,58,9.666666666666666,12.83,0
CJ Anderson,Delhi Daredevils,26,18,3.0,8.67,2
CJ Anderson,Gujarat Lions,50,30,5.0,10.0,1
CJ Anderson,Kings XI Punjab,39,30,5.0,7.8,2
CJ Anderson,Kolkata Knight Riders,81,47,7.833333333333333,10.34,1
CJ Anderson,Mumbai Indians,71,36,6.0,11.83,3
CJ Anderson,Rajasthan Royals,26,24,4.0,6.5,0
CJ Anderson,Rising Pune Supergiants,14,12,2.0,7.0,0
CJ Anderson,Royal Challengers Bengaluru,36,24,4.0,9.0,0
CJ Anderson,Sunrisers Hyderabad,30,18,3.0,10.0,2
CJ Dala,Royal Challengers Bengaluru,33,18,3.0,11.0,0
CJ Green,Mumbai Indians,24,17,2.8333333333333335,8.47,0
CJ Jordan,Chennai Super Kings,92,54,9.0,10.22,3
CJ Jordan,Delhi Capitals,72,36,6.0,12.0,1
CJ Jordan,Delhi Daredevils,8,12,2.0,4.0,1
CJ Jordan,Gujarat Lions,33,42,7.0,4.71,6
CJ Jordan,Gujarat Titans,142,71,11.833333333333334,12.0,0
CJ Jordan,Kings XI Punjab,93,54,9.0,10.33,0
CJ Jordan,Kolkata Knight Riders,112,90,15.0,7.47,3
CJ Jordan,Lucknow Super Giants,55,36,6.0,9.17,1
CJ Jordan,Mumbai Indians,74,42,7.0,10.57,1
CJ Jordan,Punjab Kings,22,24,4.0,5.5,2
CJ Jordan,Rajasthan Royals,42,21,3.5,12.0,1
CJ Jordan,Rising Pune Supergiants,42,24,4.0,10.5,1
CJ Jordan,Royal Challengers Bengaluru,115,78,13.0,8.85,3
CJ Jordan,Sunrisers Hyderabad,124,90,15.0,8.27,7
CJ McKay,Delhi Daredevils,24,18,3.0,8.0,0
CJ McKay,Kings XI Punjab,36,24,4.0,9.0,1
CK Kapugedera,Delhi Daredevils,15,6,1.0,15.0,0
CK Kapugedera,Kings XI Punjab,8,6,1.0,8.0,0
CK Kapugedera,Mumbai Indians,26,5,0.8333333333333334,31.2,0
CK Langeveldt,Deccan Chargers,23,24,4.0,5.75,2
CK Langeveldt,Delhi Daredevils,34,18,3.0,11.33,2
CK Langeveldt,Kings XI Punjab,45,24,4.0,11.25,2
CK Langeveldt,Kolkata Knight Riders,10,18,3.0,3.33,2
CK Langeveldt,Rajasthan Royals,39,48,8.0,4.88,4
CK Langeveldt,Royal Challengers Bengaluru,27,24,4.0,6.75,1
CL White,Delhi Daredevils,18,6,1.0,18.0,0
CL White,Kolkata Knight Riders,28,12,2.0,14.0,0
CL White,Mumbai Indians,19,12,2.0,9.5,0
CL White,Pune Warriors,2,6,1.0,2.0,0
CL White,Royal Challengers Bengaluru,14,6,1.0,14.0,1
CR Brathwaite,Chennai Super Kings,56,33,5.5,10.18,1
CR Brathwaite,Delhi Capitals,13,6,1.0,13.0,0
CR Brathwaite,Gujarat Lions,37,24,4.0,9.25,1
CR Brathwaite,Kings XI Punjab,53,36,6.0,8.83,0
CR Brathwaite,Kolkata Knight Riders,82,64,10.666666666666666,7.69,7
CR Brathwaite,Rajasthan Royals,13,12,2.0,6.5,0
CR Brathwaite,Rising Pune Supergiants,17,12,2.0,8.5,0
CR Brathwaite,Royal Challengers Bengaluru,64,43,7.166666666666667,8.93,2
CR Brathwaite,Sunrisers Hyderabad,26,24,4.0,6.5,2
CR Woakes,Chennai Super Kings,18,18,3.0,6.0,2
CR Woakes,Delhi Daredevils,91,66,11.0,8.27,1
CR Woakes,Gujarat Lions,55,30,5.0,11.0,1
CR Woakes,Kings XI Punjab,80,62,10.333333333333334,7.74,6
CR Woakes,Kolkata Knight Riders,34,24,4.0,8.5,3
CR Woakes,Mumbai Indians,60,42,7.0,8.57,2
CR Woakes,Punjab Kings,40,24,4.0,10.0,1
CR Woakes,Rajasthan Royals,67,48,8.0,8.38,4
CR Woakes,Rising Pune Supergiants,55,42,7.0,7.86,3
CR Woakes,Royal Challengers Bengaluru,43,36,6.0,7.17,4
CR Woakes,Sunrisers Hyderabad,91,48,8.0,11.38,3
CRD Fernando,Chennai Super Kings,21,24,4.0,5.25,2
CRD Fernando,Deccan Chargers,35,24,4.0,8.75,2
CRD Fernando,Delhi Daredevils,30,24,4.0,7.5,2
CRD Fernando,Kings XI Punjab,36,24,4.0,9.0,1
CRD Fernando,Kolkata Knight Riders,64,42,7.0,9.14,1
CRD Fernando,Rajasthan Royals,24,24,4.0,6.0,2
CRD Fernando,Royal Challengers Bengaluru,66,72,12.0,5.5,7
CV Varun,Chennai Super Kings,330,282,47.0,7.02,13
CV Varun,Delhi Capitals,350,290,48.333333333333336,7.24,20
CV Varun,Gujarat Titans,201,126,21.0,9.57,2
CV Varun,Kings XI Punjab,61,48,8.0,7.62,1
CV Varun,Kolkata Knight Riders,35,18,3.0,11.67,1
CV Varun,Lucknow Super Giants,193,138,23.0,8.39,7
CV Varun,Mumbai Indians,285,252,42.0,6.79,9
CV Varun,Punjab Kings,216,186,31.0,6.97,10
CV Varun,Rajasthan Royals,245,222,37.0,6.62,16
CV Varun,Royal Challengers Bengaluru,297,250,41.666666666666664,7.13,15
CV Varun,Sunrisers Hyderabad,471,324,54.0,8.72,17
D Brevis,Royal Challengers Bengaluru,8,3,0.5,16.0,1
D Ferreira,Delhi Capitals,16,6,1.0,16.0,0
D Ferreira,Gujarat Titans,11,6,1.0,11.0,0
D Ferreira,Sunrisers Hyderabad,14,6,1.0,14.0,1
D Jansen,Kolkata Knight Riders,49,24,4.0,12.25,1
D Kalyankrishna,Kings XI Punjab,32,18,3.0,10.67,1
D Kalyankrishna,Mumbai Indians,23,12,2.0,11.5,0
D Kalyankrishna,Rajasthan Royals,30,18,3.0,10.0,1
D Madushanka,Delhi Capitals,32,24,4.0,8.0,1
D Pretorius,Lucknow Super Giants,28,24,4.0,7.0,2
D Pretorius,Mumbai Indians,41,36,6.0,6.83,0
D Pretorius,Punjab Kings,74,48,8.0,9.25,2
D Pretorius,Royal Challengers Bengaluru,40,18,3.0,13.33,1
D Pretorius,Sunrisers Hyderabad,39,24,4.0,9.75,1
D Salunkhe,Chennai Super Kings,12,6,1.0,12.0,0
D Salunkhe,Deccan Chargers,9,6,1.0,9.0,0
D Salunkhe,Delhi Daredevils,6,6,1.0,6.0,0
D Salunkhe,Kings XI Punjab,42,29,4.833333333333333,8.69,1
D Wiese,Chennai Super Kings,140,90,15.0,9.33,4
D Wiese,Delhi Daredevils,101,68,11.333333333333334,8.91,2
D Wiese,Kings XI Punjab,21,18,3.0,7.0,1
D Wiese,Kolkata Knight Riders,20,12,2.0,10.0,1
D Wiese,Mumbai Indians,69,48,8.0,8.62,4
D Wiese,Rajasthan Royals,58,48,8.0,7.25,2
D Wiese,Sunrisers Hyderabad,18,12,2.0,9.0,2
D du Preez,Mumbai Indians,29,24,4.0,7.25,3
D du Preez,Rajasthan Royals,24,18,3.0,8.0,1
DA Payne,Kolkata Knight Riders,35,12,2.0,17.5,0
DA Payne,Royal Challengers Bengaluru,34,18,3.0,11.33,2
DA Warner,Delhi Capitals,1,1,0.16666666666666666,6.0,0
DAJ Bracewell,Royal Challengers Bengaluru,31,24,4.0,7.75,3
DB Ravi Teja,Kolkata Knight Riders,9,6,1.0,9.0,0
DB Ravi Teja,Royal Challengers Bengaluru,19,12,2.0,9.5,1
DE Bollinger,Deccan Chargers,86,79,13.166666666666666,6.53,8
DE Bollinger,Delhi Daredevils,78,60,10.0,7.8,3
DE Bollinger,Kings XI Punjab,38,24,4.0,9.5,0
DE Bollinger,Kochi Tuskers Kerala,53,42,7.0,7.57,2
DE Bollinger,Kolkata Knight Riders,21,30,5.0,4.2,2
DE Bollinger,Mumbai Indians,126,95,15.833333333333334,7.96,5
DE Bollinger,Pune Warriors,69,66,11.0,6.27,6
DE Bollinger,Rajasthan Royals,88,96,16.0,5.5,6
DE Bollinger,Royal Challengers Bengaluru,102,84,14.0,7.29,5
DG Nalkande,Chennai Super Kings,43,24,4.0,10.75,1
DG Nalkande,Lucknow Super Giants,21,12,2.0,10.5,2
DG Nalkande,Punjab Kings,41,23,3.8333333333333335,10.7,3
DG Nalkande,Sunrisers Hyderabad,38,25,4.166666666666667,9.12,0
DJ Bravo,Chennai Super Kings,177,121,20.166666666666668,8.78,5
DJ Bravo,Deccan Chargers,173,133,22.166666666666668,7.8,7
DJ Bravo,Delhi Capitals,182,152,25.333333333333332,7.18,11
DJ Bravo,Delhi Daredevils,321,237,39.5,8.13,12
DJ Bravo,Gujarat Titans,23,24,4.0,5.75,3
DJ Bravo,Kings XI Punjab,412,330,55.0,7.49,22
DJ Bravo,Kochi Tuskers Kerala,34,24,4.0,8.5,1
DJ Bravo,Kolkata Knight Riders,516,374,62.333333333333336,8.28,21
DJ Bravo,Lucknow Super Giants,32,24,4.0,8.0,1
DJ Bravo,Mumbai Indians,586,464,77.33333333333333,7.58,33
DJ Bravo,Pune Warriors,108,90,15.0,7.2,5
DJ Bravo,Punjab Kings,108,66,11.0,9.82,4
DJ Bravo,Rajasthan Royals,372,249,41.5,8.96,16
DJ Bravo,Rising Pune Supergiants,82,48,8.0,10.25,2
DJ Bravo,Royal Challengers Bengaluru,589,432,72.0,8.18,18
DJ Bravo,Sunrisers Hyderabad,445,352,58.666666666666664,7.59,22
DJ Harris,Chennai Super Kings,11,6,1.0,11.0,0
DJ Harris,Kings XI Punjab,15,12,2.0,7.5,0
DJ Hooda,Chennai Super Kings,40,24,4.0,10.0,0
