Bowler,Opponent,runs_conceded,balls_bowled,overs,economy,wickets
M Morkel,Delhi Daredevils,66,48,8.0,8.25,4
M Morkel,Gujarat Lions,76,45,7.5,10.13,1
M Morkel,Kings XI Punjab,303,288,48.0,6.31,17
M Morkel,Kochi Tuskers Kerala,44,42,7.0,6.29,4
M Morkel,Kolkata Knight Riders,151,114,19.0,7.95,6
M Morkel,Mumbai Indians,240,216,36.0,6.67,12
M Morkel,Pune Warriors,149,96,16.0,9.31,4
M Morkel,Rajasthan Royals,172,144,24.0,7.17,4
M Morkel,Rising Pune Supergiants,51,36,6.0,8.5,0
M Morkel,Royal Challengers Bengaluru,304,246,41.0,7.41,9
M Morkel,Sunrisers Hyderabad,179,144,24.0,7.46,9
M Muralitharan,Chennai Super Kings,74,72,12.0,6.17,4
M Muralitharan,Deccan Chargers,156,186,31.0,5.03,7
M Muralitharan,Delhi Daredevils,210,186,31.0,6.77,9
M Muralitharan,Kings XI Punjab,194,172,28.666666666666668,6.77,10
M Muralitharan,Kolkata Knight Riders,238,216,36.0,6.61,6
M Muralitharan,Mumbai Indians,191,180,30.0,6.37,8
M Muralitharan,Pune Warriors,88,65,10.833333333333334,8.12,3
M Muralitharan,Rajasthan Royals,283,211,35.166666666666664,8.05,6
M Muralitharan,Royal Challengers Bengaluru,141,168,28.0,5.04,9
M Muralitharan,Sunrisers Hyderabad,66,72,12.0,5.5,2
M Ntini,Deccan Chargers,59,48,8.0,7.38,1
M Ntini,Delhi Daredevils,29,24,4.0,7.25,0
M Ntini,Kings XI Punjab,23,24,4.0,5.75,2
M Ntini,Kolkata Knight Riders,19,24,4.0,4.75,4
M Ntini,Rajasthan Royals,80,66,11.0,7.27,0
M Ntini,Royal Challengers Bengaluru,27,24,4.0,6.75,0
M Pathirana,Delhi Capitals,105,96,16.0,6.56,9
M Pathirana,Gujarat Titans,150,117,19.5,7.69,8
M Pathirana,Kolkata Knight Riders,79,66,11.0,7.18,1
M Pathirana,Lucknow Super Giants,113,92,15.333333333333334,7.37,7
M Pathirana,Mumbai Indians,72,58,9.666666666666666,7.45,7
M Pathirana,Punjab Kings,125,72,12.0,10.42,3
M Pathirana,Rajasthan Royals,110,83,13.833333333333334,7.95,2
M Pathirana,Royal Challengers Bengaluru,106,72,12.0,8.83,7
M Pathirana,Sunrisers Hyderabad,58,54,9.0,6.44,3
M Prasidh Krishna,Chennai Super Kings,201,150,25.0,8.04,3
M Prasidh Krishna,Delhi Capitals,291,196,32.666666666666664,8.91,12
M Prasidh Krishna,Gujarat Titans,102,69,11.5,8.87,1
M Prasidh Krishna,Kings XI Punjab,123,90,15.0,8.2,5
M Prasidh Krishna,Kolkata Knight Riders,124,96,16.0,7.75,5
M Prasidh Krishna,Lucknow Super Giants,155,120,20.0,7.75,9
M Prasidh Krishna,Mumbai Indians,426,270,45.0,9.47,13
M Prasidh Krishna,Punjab Kings,140,90,15.0,9.33,7
M Prasidh Krishna,Rajasthan Royals,309,206,34.333333333333336,9.0,12
M Prasidh Krishna,Royal Challengers Bengaluru,396,267,44.5,8.9,10
M Prasidh Krishna,Sunrisers Hyderabad,220,186,31.0,7.1,14
M Shahrukh Khan,Chennai Super Kings,13,6,1.0,13.0,1
M Shahrukh Khan,Delhi Capitals,8,6,1.0,8.0,0
M Shahrukh Khan,Punjab Kings,7,6,1.0,7.0,0
M Siddharth,Delhi Capitals,39,24,4.0,9.75,2
M Siddharth,Gujarat Titans,20,25,4.166666666666667,4.8,0
M Siddharth,Kolkata Knight Riders,32,24,4.0,8.0,1
M Siddharth,Mumbai Indians,47,24,4.0,11.75,2
M Siddharth,Punjab Kings,82,48,8.0,10.25,2
M Siddharth,Royal Challengers Bengaluru,21,18,3.0,7.0,1
M Siddharth,Sunrisers Hyderabad,28,24,4.0,7.0,1
M Theekshana,Chennai Super Kings,30,24,4.0,7.5,0
M Theekshana,Delhi Capitals,108,84,14.0,7.71,4
M Theekshana,Gujarat Titans,169,120,20.0,8.45,8
M Theekshana,Kolkata Knight Riders,149,114,19.0,7.84,4
M Theekshana,Lucknow Super Giants,68,48,8.0,8.5,2
M Theekshana,Mumbai Indians,131,90,15.0,8.73,2
M Theekshana,Punjab Kings,86,72,12.0,7.17,3
M Theekshana,Rajasthan Royals,93,72,12.0,7.75,1
M Theekshana,Royal Challengers Bengaluru,181,132,22.0,8.23,8
M Theekshana,Sunrisers Hyderabad,158,120,20.0,7.9,4
M Tiwari,Kolkata Knight Riders,17,12,2.0,8.5,0
M Tiwari,Punjab Kings,52,30,5.0,10.4,2
M Tiwari,Rajasthan Royals,23,24,4.0,5.75,2
M Vijay,Chennai Super Kings,13,6,1.0,13.0,0
M Vijay,Mumbai Indians,12,6,1.0,12.0,0
M Vijay,Sunrisers Hyderabad,23,24,4.0,5.75,0
M de Lange,Chennai Super Kings,61,42,7.0,8.71,0
M de Lange,Delhi Daredevils,64,42,7.0,9.14,2
M de Lange,Pune Warriors,31,24,4.0,7.75,3
MA Khote,Chennai Super Kings,29,18,3.0,9.67,2
MA Khote,Kings XI Punjab,22,12,2.0,11.0,0
MA Starc,Chennai Super Kings,204,180,30.0,6.8,6
MA Starc,Delhi Capitals,62,36,6.0,10.33,3
MA Starc,Delhi Daredevils,109,96,16.0,6.81,6
MA Starc,Gujarat Titans,49,20,3.3333333333333335,14.7,0
MA Starc,Kings XI Punjab,78,84,14.0,5.57,7
MA Starc,Kolkata Knight Riders,171,120,20.0,8.55,9
MA Starc,Lucknow Super Giants,116,84,14.0,8.29,8
MA Starc,Mumbai Indians,172,119,19.833333333333332,8.67,7
MA Starc,Punjab Kings,73,36,6.0,12.17,2
MA Starc,Rajasthan Royals,257,191,31.833333333333332,8.07,14
MA Starc,Royal Challengers Bengaluru,156,78,13.0,12.0,1
MA Starc,Sunrisers Hyderabad,199,152,25.333333333333332,7.86,13
MA Wood,Chennai Super Kings,49,24,4.0,12.25,3
MA Wood,Delhi Capitals,12,24,4.0,3.0,5
MA Wood,Mumbai Indians,48,24,4.0,12.0,0
MA Wood,Punjab Kings,33,24,4.0,8.25,2
MA Wood,Royal Challengers Bengaluru,30,24,4.0,7.5,1
MB Parmar,Deccan Chargers,32,18,3.0,10.67,0
MC Henriques,Chennai Super Kings,27,30,5.0,5.4,2
MC Henriques,Deccan Chargers,39,25,4.166666666666667,9.36,1
MC Henriques,Delhi Daredevils,233,151,25.166666666666668,9.26,6
MC Henriques,Gujarat Lions,89,66,11.0,8.09,1
MC Henriques,Kings XI Punjab,273,187,31.166666666666668,8.76,9
MC Henriques,Kolkata Knight Riders,157,126,21.0,7.48,7
MC Henriques,Mumbai Indians,103,108,18.0,5.72,2
MC Henriques,Pune Warriors,44,24,4.0,11.0,1
MC Henriques,Rajasthan Royals,44,42,7.0,6.29,3
MC Henriques,Rising Pune Supergiants,55,53,8.833333333333334,6.23,2
MC Henriques,Royal Challengers Bengaluru,153,108,18.0,8.5,6
MC Henriques,Sunrisers Hyderabad,38,30,5.0,7.6,2
MD Shanaka,Delhi Capitals,29,18,3.0,9.67,1
MD Shanaka,Lucknow Super Giants,9,6,1.0,9.0,0
MD Shanaka,Mumbai Indians,20,12,2.0,10.0,0
MF Maharoof,Deccan Chargers,74,48,8.0,9.25,4
MF Maharoof,Kings XI Punjab,114,84,14.0,8.14,4
MF Maharoof,Kolkata Knight Riders,54,42,7.0,7.71,2
MF Maharoof,Mumbai Indians,64,48,8.0,8.0,3
MF Maharoof,Rajasthan Royals,136,138,23.0,5.91,11
MF Maharoof,Royal Challengers Bengaluru,50,60,10.0,5.0,3
MG Bracewell,Gujarat Titans,16,6,1.0,16.0,0
MG Bracewell,Kolkata Knight Riders,34,18,3.0,11.33,1
MG Bracewell,Mumbai Indians,16,12,2.0,8.0,1
MG Bracewell,Rajasthan Royals,16,18,3.0,5.33,2
MG Bracewell,Sunrisers Hyderabad,13,12,2.0,6.5,2
MG Johnson,Chennai Super Kings,309,210,35.0,8.83,9
MG Johnson,Delhi Daredevils,208,133,22.166666666666668,9.38,4
MG Johnson,Gujarat Lions,33,24,4.0,8.25,1
MG Johnson,Kings XI Punjab,26,24,4.0,6.5,2
MG Johnson,Kolkata Knight Riders,255,205,34.166666666666664,7.46,14
MG Johnson,Mumbai Indians,164,114,19.0,8.63,4
MG Johnson,Pune Warriors,40,48,8.0,5.0,5
MG Johnson,Rajasthan Royals,164,141,23.5,6.98,7
MG Johnson,Rising Pune Supergiants,59,48,8.0,7.38,4
MG Johnson,Royal Challengers Bengaluru,190,156,26.0,7.31,5
MG Johnson,Sunrisers Hyderabad,175,132,22.0,7.95,7
MG Neser,Royal Challengers Bengaluru,59,24,4.0,14.75,0
MJ Clarke,Kolkata Knight Riders,41,36,6.0,6.83,1
MJ Clarke,Mumbai Indians,9,12,2.0,4.5,0
MJ Clarke,Rajasthan Royals,12,12,2.0,6.0,1
MJ Clarke,Royal Challengers Bengaluru,5,6,1.0,5.0,0
MJ Henry,Chennai Super Kings,54,42,7.0,7.71,1
MJ Henry,Kolkata Knight Riders,31,18,3.0,10.33,1
MJ Henry,Mumbai Indians,61,24,4.0,15.25,0
MJ Henry,Punjab Kings,54,24,4.0,13.5,2
MJ Henry,Rajasthan Royals,71,36,6.0,11.83,0
MJ Henry,Royal Challengers Bengaluru,36,18,3.0,12.0,0
MJ McClenaghan,Chennai Super Kings,193,138,23.0,8.39,8
MJ McClenaghan,Delhi Capitals,40,24,4.0,10.0,3
MJ McClenaghan,Delhi Daredevils,166,132,22.0,7.55,8
MJ McClenaghan,Gujarat Lions,130,95,15.833333333333334,8.21,6
MJ McClenaghan,Kings XI Punjab,252,186,31.0,8.13,10
MJ McClenaghan,Kolkata Knight Riders,198,162,27.0,7.33,7
MJ McClenaghan,Rajasthan Royals,82,66,11.0,7.45,4
MJ McClenaghan,Rising Pune Supergiants,161,114,19.0,8.47,3
MJ McClenaghan,Royal Challengers Bengaluru,284,198,33.0,8.61,11
MJ McClenaghan,Sunrisers Hyderabad,188,159,26.5,7.09,11
MJ Santner,Chennai Super Kings,78,55,9.166666666666666,8.51,2
MJ Santner,Delhi Capitals,73,66,11.0,6.64,6
MJ Santner,Gujarat Titans,138,102,17.0,8.12,3
MJ Santner,Kolkata Knight Riders,101,86,14.333333333333334,7.05,4
MJ Santner,Lucknow Super Giants,67,48,8.0,8.38,1
MJ Santner,Mumbai Indians,57,66,11.0,5.18,5
MJ Santner,Punjab Kings,71,66,11.0,6.45,3
MJ Santner,Rajasthan Royals,56,54,9.0,6.22,2
MJ Santner,Royal Challengers Bengaluru,127,96,16.0,7.94,3
MJ Santner,Sunrisers Hyderabad,63,48,8.0,7.88,1
MJ Suthar,Chennai Super Kings,20,18,3.0,6.67,1
MJ Suthar,Punjab Kings,27,6,1.0,27.0,0
MJ Suthar,Royal Challengers Bengaluru,45,24,4.0,11.25,1
MK Lomror,Delhi Capitals,18,12,2.0,9.0,0
MK Lomror,Gujarat Titans,11,6,1.0,11.0,0
MK Lomror,Kings XI Punjab,19,12,2.0,9.5,0
MK Lomror,Lucknow Super Giants,4,6,1.0,4.0,0
MK Lomror,Punjab Kings,7,6,1.0,7.0,0
MK Lomror,Royal Challengers Bengaluru,12,12,2.0,6.0,0
MK Lomror,Sunrisers Hyderabad,52,36,6.0,8.67,1
MK Tiwary,Chennai Super Kings,11,6,1.0,11.0,0
MK Tiwary,Kings XI Punjab,8,6,1.0,8.0,0
MK Tiwary,Mumbai Indians,10,6,1.0,10.0,1
MK Tiwary,Rajasthan Royals,28,12,2.0,14.0,0
MK Tiwary,Royal Challengers Bengaluru,14,6,1.0,14.0,0
MK Tiwary,Sunrisers Hyderabad,7,6,1.0,7.0,0
MM Ali,Chennai Super Kings,78,72,12.0,6.5,3
MM Ali,Delhi Capitals,144,144,24.0,6.0,6
MM Ali,Delhi Daredevils,23,24,4.0,5.75,1
MM Ali,Gujarat Titans,55,42,7.0,7.86,1
MM Ali,Kings XI Punjab,53,55,9.166666666666666,5.78,3
MM Ali,Kolkata Knight Riders,64,36,6.0,10.67,1
MM Ali,Lucknow Super Giants,78,72,12.0,6.5,6
MM Ali,Mumbai Indians,75,71,11.833333333333334,6.34,4
MM Ali,Punjab Kings,57,42,7.0,8.14,1
MM Ali,Rajasthan Royals,186,140,23.333333333333332,7.97,9
MM Ali,Royal Challengers Bengaluru,57,48,8.0,7.12,3
MM Ali,Sunrisers Hyderabad,144,108,18.0,8.0,3
MM Patel,Chennai Super Kings,247,174,29.0,8.52,9
MM Patel,Deccan Chargers,221,162,27.0,8.19,7
MM Patel,Delhi Daredevils,239,216,36.0,6.64,10
MM Patel,Kings XI Punjab,257,192,32.0,8.03,11
MM Patel,Kochi Tuskers Kerala,15,18,3.0,5.0,0
MM Patel,Kolkata Knight Riders,189,180,30.0,6.3,11
MM Patel,Mumbai Indians,77,65,10.833333333333334,7.11,3
MM Patel,Pune Warriors,87,86,14.333333333333334,6.07,7
MM Patel,Rajasthan Royals,68,64,10.666666666666666,6.38,6
MM Patel,Royal Challengers Bengaluru,225,180,30.0,7.5,10
MM Patel,Sunrisers Hyderabad,22,18,3.0,7.33,0
MM Sharma,Chennai Super Kings,226,151,25.166666666666668,8.98,11
MM Sharma,Delhi Capitals,105,48,8.0,13.12,2
MM Sharma,Delhi Daredevils,247,211,35.166666666666664,7.02,12
MM Sharma,Gujarat Lions,115,88,14.666666666666666,7.84,4
MM Sharma,Gujarat Titans,28,12,2.0,14.0,0
MM Sharma,Kings XI Punjab,203,131,21.833333333333332,9.3,7
MM Sharma,Kolkata Knight Riders,303,229,38.166666666666664,7.94,9
MM Sharma,Lucknow Super Giants,113,84,14.0,8.07,6
MM Sharma,Mumbai Indians,654,447,74.5,8.78,33
MM Sharma,Pune Warriors,20,24,4.0,5.0,3
MM Sharma,Punjab Kings,132,96,16.0,8.25,5
MM Sharma,Rajasthan Royals,261,203,33.833333333333336,7.71,9
MM Sharma,Rising Pune Supergiants,101,78,13.0,7.77,4
MM Sharma,Royal Challengers Bengaluru,467,291,48.5,9.63,7
MM Sharma,Sunrisers Hyderabad,449,310,51.666666666666664,8.69,22
MN Samuels,Chennai Super Kings,66,48,8.0,8.25,3
MN Samuels,Deccan Chargers,70,42,7.0,10.0,2
MN Samuels,Gujarat Lions,22,12,2.0,11.0,0
MN Samuels,Kings XI Punjab,50,46,7.666666666666667,6.52,1
MN Samuels,Mumbai Indians,20,24,4.0,5.0,1
MN Samuels,Rising Pune Supergiants,12,6,1.0,12.0,0
MN Samuels,Royal Challengers Bengaluru,5,12,2.0,2.5,1
MN Samuels,Sunrisers Hyderabad,33,24,4.0,8.25,1
MP Stoinis,Chennai Super Kings,128,84,14.0,9.14,1
MP Stoinis,Delhi Capitals,118,63,10.5,11.24,1
MP Stoinis,Delhi Daredevils,45,30,5.0,9.0,3
MP Stoinis,Gujarat Lions,61,42,7.0,8.71,1
MP Stoinis,Gujarat Titans,96,53,8.833333333333334,10.87,3
MP Stoinis,Kings XI Punjab,54,36,6.0,9.0,3
MP Stoinis,Kolkata Knight Riders,241,139,23.166666666666668,10.4,8
MP Stoinis,Lucknow Super Giants,30,18,3.0,10.0,0
MP Stoinis,Mumbai Indians,243,166,27.666666666666668,8.78,14
MP Stoinis,Punjab Kings,23,17,2.8333333333333335,8.12,1
MP Stoinis,Rajasthan Royals,174,114,19.0,9.16,6
MP Stoinis,Rising Pune Supergiants,25,18,3.0,8.33,1
MP Stoinis,Royal Challengers Bengaluru,137,72,12.0,11.42,1
MP Stoinis,Sunrisers Hyderabad,114,83,13.833333333333334,8.24,3
MP Yadav,Chennai Super Kings,23,24,4.0,5.75,0
MP Yadav,Gujarat Titans,13,6,1.0,13.0,0
MP Yadav,Mumbai Indians,63,43,7.166666666666667,8.79,3
MP Yadav,Punjab Kings,86,48,8.0,10.75,3
MP Yadav,Rajasthan Royals,105,48,8.0,13.12,0
MP Yadav,Royal Challengers Bengaluru,63,48,8.0,7.88,3
MR Marsh,Chennai Super Kings,100,72,12.0,8.33,6
MR Marsh,Deccan Chargers,54,42,7.0,7.71,4
MR Marsh,Delhi Daredevils,28,25,4.166666666666667,6.72,2
MR Marsh,Gujarat Lions,10,6,1.0,10.0,0
MR Marsh,Gujarat Titans,23,19,3.1666666666666665,7.26,1
MR Marsh,Kings XI Punjab,80,68,11.333333333333334,7.06,2
MR Marsh,Kolkata Knight Riders,63,42,7.0,9.0,3
MR Marsh,Mumbai Indians,50,48,8.0,6.25,3
MR Marsh,Punjab Kings,71,30,5.0,14.2,0
MR Marsh,Rajasthan Royals,35,24,4.0,8.75,2
MR Marsh,Royal Challengers Bengaluru,133,76,12.666666666666666,10.5,6
MR Marsh,Sunrisers Hyderabad,114,108,18.0,6.33,8
MS Gony,Chennai Super Kings,82,36,6.0,13.67,0
MS Gony,Deccan Chargers,55,48,8.0,6.88,2
MS Gony,Delhi Daredevils,139,96,16.0,8.69,3
MS Gony,Kings XI Punjab,212,138,23.0,9.22,5
MS Gony,Kochi Tuskers Kerala,19,18,3.0,6.33,1
MS Gony,Kolkata Knight Riders,134,102,17.0,7.88,4
MS Gony,Mumbai Indians,116,90,15.0,7.73,4
MS Gony,Pune Warriors,58,48,8.0,7.25,2
MS Gony,Rajasthan Royals,134,96,16.0,8.38,2
MS Gony,Royal Challengers Bengaluru,275,192,32.0,8.59,12
MS Gony,Sunrisers Hyderabad,24,24,4.0,6.0,2
MW Short,Gujarat Titans,8,6,1.0,8.0,0
MW Short,Lucknow Super Giants,10,12,2.0,5.0,0
MW Short,Mumbai Indians,6,6,1.0,6.0,0
MW Short,Rajasthan Royals,1,1,0.16666666666666666,6.0,0
MW Short,Sunrisers Hyderabad,37,18,3.0,12.33,0
Mandeep Singh,Kolkata Knight Riders,18,6,1.0,18.0,0
Mandeep Singh,Rajasthan Royals,8,6,1.0,8.0,0
Mashrafe Mortaza,Deccan Chargers,50,24,4.0,12.5,0
Mayank Dagar,Chennai Super Kings,27,30,5.0,5.4,0
Mayank Dagar,Kolkata Knight Riders,23,17,2.8333333333333335,8.12,1
Mayank Dagar,Lucknow Super Giants,18,12,2.0,9.0,0
Mayank Dagar,Mumbai Indians,37,24,4.0,9.25,1
Mayank Dagar,Punjab Kings,34,18,3.0,11.33,0
Mayank Dagar,Rajasthan Royals,34,12,2.0,17.0,0
Mayank Dagar,Royal Challengers Bengaluru,25,24,4.0,6.25,0
Mohammad Asif,Chennai Super Kings,66,48,8.0,8.25,2
Mohammad Asif,Deccan Chargers,68,48,8.0,8.5,2
Mohammad Asif,Kings XI Punjab,37,24,4.0,9.25,2
Mohammad Asif,Mumbai Indians,43,24,4.0,10.75,1
Mohammad Asif,Rajasthan Royals,32,24,4.0,8.0,1
Mohammad Asif,Royal Challengers Bengaluru,42,24,4.0,10.5,0
Mohammad Hafeez,Chennai Super Kings,15,12,2.0,7.5,0
Mohammad Hafeez,Deccan Chargers,7,24,4.0,1.75,1
Mohammad Hafeez,Kings XI Punjab,28,18,3.0,9.33,1
Mohammad Hafeez,Mumbai Indians,11,6,1.0,11.0,0
Mohammad Nabi,Chennai Super Kings,19,18,3.0,6.33,0
Mohammad Nabi,Delhi Capitals,87,72,12.0,7.25,3
Mohammad Nabi,Gujarat Lions,17,18,3.0,5.67,0
Mohammad Nabi,Kings XI Punjab,122,77,12.833333333333334,9.51,1
Mohammad Nabi,Kolkata Knight Riders,52,48,8.0,6.5,2
Mohammad Nabi,Lucknow Super Giants,16,8,1.3333333333333333,12.0,1
Mohammad Nabi,Mumbai Indians,106,108,18.0,5.89,4
Mohammad Nabi,Rajasthan Royals,51,24,4.0,12.75,0
Mohammad Nabi,Royal Challengers Bengaluru,44,44,7.333333333333333,6.0,4
Mohammed Shami,Chennai Super Kings,481,377,62.833333333333336,7.66,15
Mohammed Shami,Delhi Capitals,302,254,42.333333333333336,7.13,18
Mohammed Shami,Gujarat Lions,105,66,11.0,9.55,2
Mohammed Shami,Gujarat Titans,110,66,11.0,10.0,3
Mohammed Shami,Kings XI Punjab,137,84,14.0,9.79,3
Mohammed Shami,Kolkata Knight Riders,489,396,66.0,7.41,17
Mohammed Shami,Lucknow Super Giants,115,102,17.0,6.76,6
Mohammed Shami,Mumbai Indians,535,360,60.0,8.92,15
Mohammed Shami,Punjab Kings,291,144,24.0,12.12,6
Mohammed Shami,Rajasthan Royals,512,365,60.833333333333336,8.42,22
Mohammed Shami,Rising Pune Supergiants,90,49,8.166666666666666,11.02,2
Mohammed Shami,Royal Challengers Bengaluru,496,334,55.666666666666664,8.91,16
Mohammed Shami,Sunrisers Hyderabad,385,324,54.0,7.13,20
Mohammed Siraj,Chennai Super Kings,403,276,46.0,8.76,7
Mohammed Siraj,Delhi Capitals,376,257,42.833333333333336,8.78,14
Mohammed Siraj,Delhi Daredevils,159,96,16.0,9.94,5
Mohammed Siraj,Gujarat Lions,32,24,4.0,8.0,4
Mohammed Siraj,Gujarat Titans,119,96,16.0,7.44,5
Mohammed Siraj,Kings XI Punjab,113,60,10.0,11.3,2
Mohammed Siraj,Kolkata Knight Riders,462,368,61.333333333333336,7.53,18
Mohammed Siraj,Lucknow Super Giants,248,186,31.0,8.0,8
Mohammed Siraj,Mumbai Indians,452,337,56.166666666666664,8.05,14
Mohammed Siraj,Punjab Kings,315,210,35.0,9.0,13
Mohammed Siraj,Rajasthan Royals,495,342,57.0,8.68,16
Mohammed Siraj,Rising Pune Supergiants,42,24,4.0,10.5,0
Mohammed Siraj,Royal Challengers Bengaluru,162,108,18.0,9.0,6
Mohammed Siraj,Sunrisers Hyderabad,313,288,48.0,6.52,16
Mohit Rathee,Sunrisers Hyderabad,29,12,2.0,14.5,0
Mohsin Khan,Chennai Super Kings,84,48,8.0,10.5,2
Mohsin Khan,Delhi Capitals,62,72,12.0,5.17,5
Mohsin Khan,Gujarat Titans,76,54,9.0,8.44,2
Mohsin Khan,Kolkata Knight Riders,117,108,18.0,6.5,11
Mohsin Khan,Mumbai Indians,193,132,22.0,8.77,7
Mohsin Khan,Punjab Kings,146,96,16.0,9.12,6
Mohsin Khan,Rajasthan Royals,186,120,20.0,9.3,4
Mohsin Khan,Royal Challengers Bengaluru,24,24,4.0,6.0,1
Monu Kumar,Royal Challengers Bengaluru,14,12,2.0,7.0,0
Mujeeb Ur Rahman,Chennai Super Kings,18,18,3.0,6.0,0
Mujeeb Ur Rahman,Delhi Capitals,35,24,4.0,8.75,0
Mujeeb Ur Rahman,Delhi Daredevils,52,48,8.0,6.5,4
Mujeeb Ur Rahman,Gujarat Titans,23,12,2.0,11.5,1
Mujeeb Ur Rahman,Kolkata Knight Riders,100,62,10.333333333333334,9.68,1
Mujeeb Ur Rahman,Mumbai Indians,63,48,8.0,7.88,4
Mujeeb Ur Rahman,Rajasthan Royals,96,90,15.0,6.4,7
Mujeeb Ur Rahman,Royal Challengers Bengaluru,29,24,4.0,7.25,1
Mujeeb Ur Rahman,Sunrisers Hyderabad,171,120,20.0,8.55,2
Mukesh Choudhary,Delhi Capitals,102,66,11.0,9.27,3
Mukesh Choudhary,Gujarat Titans,81,60,10.0,8.1,2
Mukesh Choudhary,Lucknow Super Giants,102,63,10.5,9.71,1
Mukesh Choudhary,Mumbai Indians,91,84,14.0,6.5,7
Mukesh Choudhary,Punjab Kings,103,60,10.0,10.3,2
Mukesh Choudhary,Rajasthan Royals,41,24,4.0,10.25,0
Mukesh Choudhary,Royal Challengers Bengaluru,67,36,6.0,11.17,1
Mukesh Choudhary,Sunrisers Hyderabad,149,90,15.0,9.93,9
Mukesh Kumar,Chennai Super Kings,91,66,11.0,8.27,4
Mukesh Kumar,Gujarat Titans,181,111,18.5,9.78,7
Mukesh Kumar,Kolkata Knight Riders,52,38,6.333333333333333,8.21,1
Mukesh Kumar,Lucknow Super Giants,173,126,21.0,8.24,7
Mukesh Kumar,Mumbai Indians,199,102,17.0,11.71,10
Mukesh Kumar,Punjab Kings,182,96,16.0,11.38,3
Mukesh Kumar,Rajasthan Royals,183,96,16.0,11.44,5
Mukesh Kumar,Royal Challengers Bengaluru,147,99,16.5,8.91,4
Mukesh Kumar,Sunrisers Hyderabad,184,90,15.0,12.27,1
Musheer Khan,Royal Challengers Bengaluru,27,12,2.0,13.5,1
Mustafizur Rahman,Chennai Super Kings,122,71,11.833333333333334,10.31,2
Mustafizur Rahman,Delhi Capitals,92,73,12.166666666666666,7.56,5
Mustafizur Rahman,Delhi Daredevils,119,96,16.0,7.44,2
Mustafizur Rahman,Gujarat Lions,36,48,8.0,4.5,3
Mustafizur Rahman,Gujarat Titans,76,66,11.0,6.91,5
Mustafizur Rahman,Kings XI Punjab,41,48,8.0,5.12,3
Mustafizur Rahman,Kolkata Knight Riders,192,192,32.0,6.0,8
Mustafizur Rahman,Lucknow Super Giants,146,93,15.5,9.42,2
Mustafizur Rahman,Mumbai Indians,266,165,27.5,9.67,9
Mustafizur Rahman,Punjab Kings,149,120,20.0,7.45,4
Mustafizur Rahman,Rajasthan Royals,77,48,8.0,9.62,2
Mustafizur Rahman,Rising Pune Supergiants,45,36,6.0,7.5,0
Mustafizur Rahman,Royal Challengers Bengaluru,314,201,33.5,9.37,10
Mustafizur Rahman,Sunrisers Hyderabad,104,108,18.0,5.78,10
N Burger,Chennai Super Kings,43,42,7.0,6.14,3
N Burger,Delhi Capitals,70,36,6.0,11.67,2
N Burger,Gujarat Titans,56,42,7.0,8.0,2
N Burger,Kolkata Knight Riders,20,12,2.0,10.0,1
N Burger,Lucknow Super Giants,57,42,7.0,8.14,3
N Burger,Mumbai Indians,92,60,10.0,9.2,6
N Burger,Punjab Kings,59,24,4.0,14.75,1
N Burger,Royal Challengers Bengaluru,54,42,7.0,7.71,1
N Burger,Sunrisers Hyderabad,94,63,10.5,8.95,2
N Rana,Chennai Super Kings,15,6,1.0,15.0,0
N Rana,Delhi Capitals,51,48,8.0,6.38,3
N Rana,Delhi Daredevils,3,6,1.0,3.0,0
N Rana,Gujarat Titans,13,5,0.8333333333333334,15.6,0
N Rana,Kings XI Punjab,15,13,2.1666666666666665,6.92,1
N Rana,Kolkata Knight Riders,9,6,1.0,9.0,0
N Rana,Lucknow Super Giants,12,12,2.0,6.0,0
N Rana,Mumbai Indians,21,18,3.0,7.0,0
N Rana,Punjab Kings,14,12,2.0,7.0,1
N Rana,Rajasthan Royals,50,24,4.0,12.5,2
N Rana,Royal Challengers Bengaluru,39,24,4.0,9.75,3
N Rana,Sunrisers Hyderabad,76,42,7.0,10.86,0
N Thushara,Delhi Capitals,54,24,4.0,13.5,0
N Thushara,Kolkata Knight Riders,67,42,7.0,9.57,4
N Thushara,Lucknow Super Giants,77,72,12.0,6.42,5
N Thushara,Rajasthan Royals,28,18,3.0,9.33,0
N Thushara,Sunrisers Hyderabad,34,24,4.0,8.5,0
N Wadhera,Lucknow Super Giants,13,12,2.0,6.5,0
N Wadhera,Royal Challengers Bengaluru,9,5,0.8333333333333334,10.8,0
NA Saini,Sunrisers Hyderabad,23,12,2.0,11.5,0
NB Singh,Kings XI Punjab,7,12,2.0,3.5,1
NB Singh,Royal Challengers Bengaluru,7,12,2.0,3.5,0
ND Doshi,Chennai Super Kings,24,12,2.0,12.0,0
ND Doshi,Deccan Chargers,16,24,4.0,4.0,1
ND Doshi,Kochi Tuskers Kerala,15,8,1.3333333333333333,11.25,1
ND Doshi,Kolkata Knight Riders,23,12,2.0,11.5,0
NJ Rimmington,Pune Warriors,19,18,3.0,6.33,0
NL McCullum,Chennai Super Kings,12,12,2.0,6.0,0
NL McCullum,Rajasthan Royals,22,18,3.0,7.33,0
NLTC Perera,Chennai Super Kings,73,48,8.0,9.12,4
NLTC Perera,Deccan Chargers,30,24,4.0,7.5,1
NLTC Perera,Delhi Daredevils,99,79,13.166666666666666,7.52,4
